time,o,h,l,c,volume,complete
2009-01-25 00:00:00,1.2968,1.3206,1.2859,1.3179,0,True
2009-01-26 00:00:00,1.3179,1.3328,1.3116,1.3161,0,True
2009-01-27 00:00:00,1.3161,1.3324,1.31,1.3152,0,True
2009-01-28 00:00:00,1.3152,1.3179,1.2931,1.2951,0,True
2009-01-29 00:00:00,1.2951,1.2958,1.2775,1.28665,0,True
2009-02-01 00:00:00,1.2767,1.2898,1.2704,1.2847,0,True
2009-02-02 00:00:00,1.2847,1.3056,1.28,1.3027,0,True
2009-02-03 00:00:00,1.3027,1.3069,1.2811,1.2851,0,True
2009-02-04 00:00:00,1.2851,1.2903,1.2756,1.2794,0,True
2009-02-05 00:00:00,1.2794,1.2991,1.2746,1.296,0,True
2009-02-08 00:00:00,1.296,1.3093,1.2871,1.3011,0,True
2009-02-09 00:00:00,1.3011,1.3074,1.2808,1.2915,0,True
2009-02-10 00:00:00,1.2915,1.2999,1.2831,1.29,0,True
2009-02-11 00:00:00,1.29,1.2942,1.272,1.2869,0,True
2009-02-12 00:00:00,1.2869,1.2942,1.2817,1.2787,0,True
2009-02-15 00:00:00,1.2787,1.2825,1.2725,1.2789,0,True
2009-02-16 00:00:00,1.2789,1.2808,1.256,1.2581,0,True
2009-02-17 00:00:00,1.2581,1.2639,1.2511,1.2533,0,True
2009-02-18 00:00:00,1.2533,1.2759,1.2524,1.2668,0,True
2009-02-19 00:00:00,1.2668,1.2882,1.2555,1.2795,0,True
2009-02-22 00:00:00,1.2795,1.2991,1.269,1.2693,0,True
2009-02-23 00:00:00,1.2693,1.2876,1.266,1.284,0,True
2009-02-24 00:00:00,1.284,1.2901,1.2689,1.2717,0,True
2009-02-25 00:00:00,1.2717,1.2809,1.2681,1.2743,0,True
2009-02-26 00:00:00,1.2743,1.2751,1.2602,1.26765,0,True
2009-03-01 00:00:00,1.2625,1.2635,1.2544,1.2576,0,True
2009-03-02 00:00:00,1.2576,1.2677,1.252,1.2555,0,True
2009-03-03 00:00:00,1.2555,1.2657,1.2455,1.2659,0,True
2009-03-04 00:00:00,1.2659,1.2663,1.2478,1.2545,0,True
2009-03-05 00:00:00,1.2545,1.2754,1.2529,1.2666,0,True
2009-03-08 00:00:00,1.2666,1.2727,1.2551,1.2602,0,True
2009-03-09 00:00:00,1.2602,1.2821,1.2576,1.2681,0,True
2009-03-10 00:00:00,1.2681,1.2864,1.2615,1.2839,0,True
2009-03-11 00:00:00,1.2839,1.2945,1.273,1.2913,0,True
2009-03-12 00:00:00,1.2913,1.2956,1.2861,1.2883,0,True
2009-03-15 00:00:00,1.2883,1.307,1.2834,1.2981,0,True
2009-03-16 00:00:00,1.2981,1.3032,1.2928,1.3012,0,True
2009-03-17 00:00:00,1.3012,1.3517,1.2984,1.3517,0,True
2009-03-18 00:00:00,1.3517,1.3737,1.3416,1.3659,0,True
2009-03-19 00:00:00,1.3659,1.3727,1.3514,1.3631,0,True
2009-03-22 00:00:00,1.3631,1.3735,1.3485,1.3621,0,True
2009-03-23 00:00:00,1.3621,1.3677,1.343,1.347,0,True
2009-03-24 00:00:00,1.347,1.3649,1.3416,1.3586,0,True
2009-03-25 00:00:00,1.3586,1.3638,1.3492,1.3524,0,True
2009-03-26 00:00:00,1.3524,1.3591,1.3255,1.3224,0,True
2009-03-29 00:00:00,1.3224,1.3285,1.3111,1.3201,0,True
2009-03-30 00:00:00,1.3201,1.3342,1.3172,1.3257,0,True
2009-03-31 00:00:00,1.3246,1.3286,1.3165,1.3225,0,True
2009-04-01 00:00:00,1.3225,1.3516,1.322,1.3457,0,True
2009-04-02 00:00:00,1.3457,1.3495,1.3362,1.3509,0,True
2009-04-05 00:00:00,1.3509,1.3581,1.3356,1.3394,0,True
2009-04-06 00:00:00,1.3394,1.3407,1.3225,1.3265,0,True
2009-04-07 00:00:00,1.3265,1.3309,1.3144,1.3264,0,True
2009-04-08 00:00:00,1.3264,1.3335,1.3124,1.3164,0,True
2009-04-09 00:00:00,1.3164,1.3188,1.3088,1.3187,0,True
2009-04-12 00:00:00,1.3187,1.3391,1.3125,1.3366,0,True
2009-04-13 00:00:00,1.3366,1.338,1.3225,1.3258,0,True
2009-04-14 00:00:00,1.3258,1.3296,1.3145,1.321,0,True
2009-04-15 00:00:00,1.321,1.3267,1.3125,1.3182,0,True
2009-04-16 00:00:00,1.3182,1.3197,1.3016,1.3045,0,True
2009-04-19 00:00:00,1.3045,1.3048,1.2883,1.2919,0,True
2009-04-20 00:00:00,1.2919,1.2993,1.2895,1.2946,0,True
2009-04-21 00:00:00,1.2946,1.3036,1.2883,1.2993,0,True
2009-04-22 00:00:00,1.2993,1.316,1.2978,1.3136,0,True
2009-04-23 00:00:00,1.3136,1.3301,1.3111,1.324,0,True
2009-04-26 00:00:00,1.324,1.3245,1.2997,1.3018,0,True
2009-04-27 00:00:00,1.3018,1.3166,1.2962,1.3138,0,True
2009-04-28 00:00:00,1.3138,1.334,1.3119,1.3251,0,True
2009-04-29 00:00:00,1.3251,1.3384,1.3189,1.32865,0,True
2009-04-30 00:00:00,1.3225,1.3327,1.3216,1.3285,0,True
2009-05-03 00:00:00,1.3285,1.3425,1.3209,1.3408,0,True
2009-05-04 00:00:00,1.3408,1.3437,1.328,1.3305,0,True
2009-05-05 00:00:00,1.3305,1.3374,1.3245,1.3307,0,True
2009-05-06 00:00:00,1.3307,1.347,1.3249,1.339,0,True
2009-05-07 00:00:00,1.339,1.365,1.334,1.3645,0,True
2009-05-10 00:00:00,1.3645,1.3667,1.3553,1.357,0,True
2009-05-11 00:00:00,1.357,1.3706,1.3562,1.3642,0,True
2009-05-12 00:00:00,1.3642,1.3721,1.3564,1.3595,0,True
2009-05-13 00:00:00,1.3595,1.3663,1.3523,1.3633,0,True
2009-05-14 00:00:00,1.3633,1.3649,1.346,1.3484,0,True
2009-05-17 00:00:00,1.3484,1.3563,1.342,1.3553,0,True
2009-05-18 00:00:00,1.3553,1.3668,1.3529,1.3625,0,True
2009-05-19 00:00:00,1.3625,1.383,1.3581,1.376,0,True
2009-05-20 00:00:00,1.376,1.3923,1.3726,1.3892,0,True
2009-05-21 00:00:00,1.3892,1.405,1.3891,1.4032,0,True
2009-05-24 00:00:00,1.4032,1.4034,1.3956,1.4009,0,True
2009-05-25 00:00:00,1.4009,1.4022,1.3856,1.3986,0,True
2009-05-26 00:00:00,1.3986,1.4,1.3821,1.3832,0,True
2009-05-27 00:00:00,1.3832,1.3982,1.379,1.3934,0,True
2009-05-28 00:00:00,1.3934,1.4168,1.3923,1.40455,0,True
2009-05-31 00:00:00,1.4122,1.4246,1.4097,1.4146,0,True
2009-06-01 00:00:00,1.4146,1.4331,1.4099,1.4308,0,True
2009-06-02 00:00:00,1.4308,1.4337,1.4106,1.4144,0,True
2009-06-03 00:00:00,1.4144,1.424,1.4067,1.4175,0,True
2009-06-04 00:00:00,1.4175,1.4266,1.393,1.3942,0,True
2009-06-07 00:00:00,1.3942,1.4001,1.3803,1.3894,0,True
2009-06-08 00:00:00,1.3894,1.41,1.385,1.4066,0,True
2009-06-09 00:00:00,1.4066,1.4144,1.3912,1.3962,0,True
2009-06-10 00:00:00,1.3962,1.4177,1.3939,1.4098,0,True
2009-06-11 00:00:00,1.4098,1.4128,1.3934,1.3986,0,True
2009-06-14 00:00:00,1.3986,1.4001,1.3753,1.3786,0,True
2009-06-15 00:00:00,1.3786,1.3932,1.3747,1.3834,0,True
2009-06-16 00:00:00,1.3834,1.3984,1.3805,1.3941,0,True
2009-06-17 00:00:00,1.3941,1.4001,1.3869,1.3902,0,True
2009-06-18 00:00:00,1.3902,1.4011,1.3881,1.395,0,True
2009-06-21 00:00:00,1.395,1.3952,1.3824,1.3858,0,True
2009-06-22 00:00:00,1.3858,1.4106,1.3826,1.4075,0,True
2009-06-23 00:00:00,1.4075,1.4138,1.3886,1.3933,0,True
2009-06-24 00:00:00,1.3933,1.4013,1.3887,1.3992,0,True
2009-06-25 00:00:00,1.3992,1.4118,1.3981,1.4062,0,True
2009-06-28 00:00:00,1.4062,1.4103,1.3981,1.4078,0,True
2009-06-29 00:00:00,1.4078,1.4152,1.3999,1.40755,0,True
2009-06-30 00:00:00,1.4032,1.4201,1.3999,1.4148,0,True
2009-07-01 00:00:00,1.4148,1.4154,1.3927,1.3935,0,True
2009-07-02 00:00:00,1.3935,1.4027,1.3934,1.3955,0,True
2009-07-05 00:00:00,1.3955,1.3998,1.3874,1.3975,0,True
2009-07-06 00:00:00,1.3975,1.405,1.39,1.3917,0,True
2009-07-07 00:00:00,1.3917,1.3938,1.383,1.3871,0,True
2009-07-08 00:00:00,1.3871,1.4072,1.3855,1.4021,0,True
2009-07-09 00:00:00,1.4021,1.403,1.3876,1.3945,0,True
2009-07-12 00:00:00,1.3945,1.4001,1.3895,1.3979,0,True
2009-07-13 00:00:00,1.3979,1.4015,1.3909,1.3967,0,True
2009-07-14 00:00:00,1.3967,1.4134,1.3961,1.41,0,True
2009-07-15 00:00:00,1.41,1.4165,1.4053,1.4142,0,True
2009-07-16 00:00:00,1.4142,1.4147,1.406,1.4114,0,True
2009-07-19 00:00:00,1.4114,1.4249,1.4107,1.4222,0,True
2009-07-20 00:00:00,1.4222,1.4277,1.4161,1.4217,0,True
2009-07-21 00:00:00,1.4217,1.4257,1.4152,1.4205,0,True
2009-07-22 00:00:00,1.4205,1.4291,1.4118,1.4157,0,True
2009-07-23 00:00:00,1.4157,1.4253,1.4133,1.4225,0,True
2009-07-26 00:00:00,1.4225,1.4299,1.417,1.4242,0,True
2009-07-27 00:00:00,1.4242,1.4303,1.4127,1.4172,0,True
2009-07-28 00:00:00,1.4172,1.4195,1.4005,1.4033,0,True
2009-07-29 00:00:00,1.4033,1.4094,1.4005,1.4064,0,True
2009-07-30 00:00:00,1.4064,1.4279,1.4062,1.41705,0,True
2009-08-02 00:00:00,1.4266,1.4445,1.4204,1.4415,0,True
2009-08-03 00:00:00,1.4415,1.4433,1.4365,1.4391,0,True
2009-08-04 00:00:00,1.4391,1.4446,1.4354,1.4414,0,True
2009-08-05 00:00:00,1.4414,1.4431,1.4327,1.4353,0,True
2009-08-06 00:00:00,1.4353,1.4414,1.4152,1.4173,0,True
2009-08-09 00:00:00,1.4173,1.4218,1.4102,1.4144,0,True
2009-08-10 00:00:00,1.4144,1.4185,1.4108,1.4146,0,True
2009-08-11 00:00:00,1.4146,1.4246,1.4082,1.4201,0,True
2009-08-12 00:00:00,1.4201,1.4327,1.4199,1.428,0,True
2009-08-13 00:00:00,1.428,1.4306,1.4158,1.4185,0,True
2009-08-16 00:00:00,1.4185,1.4194,1.4044,1.4072,0,True
2009-08-17 00:00:00,1.4072,1.4154,1.4065,1.4131,0,True
2009-08-18 00:00:00,1.4131,1.4267,1.4081,1.4232,0,True
2009-08-19 00:00:00,1.4232,1.4276,1.4199,1.4246,0,True
2009-08-20 00:00:00,1.4246,1.4375,1.4207,1.4341,0,True
2009-08-23 00:00:00,1.4341,1.4359,1.4278,1.4296,0,True
2009-08-24 00:00:00,1.4296,1.4361,1.4251,1.4301,0,True
2009-08-25 00:00:00,1.4301,1.4349,1.4204,1.4243,0,True
2009-08-26 00:00:00,1.4243,1.4404,1.4217,1.4343,0,True
2009-08-27 00:00:00,1.4343,1.4388,1.4279,1.4305,0,True
2009-08-30 00:00:00,1.4305,1.4367,1.4254,1.43105,0,True
2009-08-31 00:00:00,1.433,1.4377,1.4175,1.4215,0,True
2009-09-01 00:00:00,1.4215,1.4294,1.4189,1.4263,0,True
2009-09-02 00:00:00,1.4263,1.4348,1.4234,1.4257,0,True
2009-09-03 00:00:00,1.4257,1.4327,1.4188,1.4308,0,True
2009-09-06 00:00:00,1.4308,1.4361,1.43,1.4332,0,True
2009-09-07 00:00:00,1.4332,1.4535,1.4326,1.4486,0,True
2009-09-08 00:00:00,1.4486,1.46,1.4463,1.4569,0,True
2009-09-09 00:00:00,1.4569,1.4613,1.45,1.4574,0,True
2009-09-10 00:00:00,1.4574,1.4634,1.4552,1.4595,0,True
2009-09-13 00:00:00,1.4595,1.4652,1.4514,1.4627,0,True
2009-09-14 00:00:00,1.4627,1.4686,1.4559,1.4656,0,True
2009-09-15 00:00:00,1.4656,1.4736,1.464,1.4706,0,True
2009-09-16 00:00:00,1.4706,1.4766,1.4685,1.4741,0,True
2009-09-17 00:00:00,1.4741,1.4744,1.4645,1.4688,0,True
2009-09-20 00:00:00,1.4688,1.4713,1.4606,1.4675,0,True
2009-09-21 00:00:00,1.4675,1.4821,1.4673,1.4788,0,True
2009-09-22 00:00:00,1.4788,1.4842,1.4723,1.4708,0,True
2009-09-23 00:00:00,1.4708,1.4803,1.4626,1.4662,0,True
2009-09-24 00:00:00,1.4662,1.4724,1.4612,1.4697,0,True
