snapshotTime,snapshotTimeUTC,openPrice,closePrice,highPrice,lowPrice,lastTradedVolume
2009/01/25 23:00:00,2009-01-25T16:00:00,"{'bid': 12968.0, 'ask': 12968.0, 'lastTraded': None}","{'bid': 13179.0, 'ask': 13179.0, 'lastTraded': None}","{'bid': 13206.0, 'ask': 13206.0, 'lastTraded': None}","{'bid': 12859.0, 'ask': 12859.0, 'lastTraded': None}",0
2009/01/26 23:00:00,2009-01-26T16:00:00,"{'bid': 13179.0, 'ask': 13179.0, 'lastTraded': None}","{'bid': 13161.0, 'ask': 13161.0, 'lastTraded': None}","{'bid': 13328.0, 'ask': 13328.0, 'lastTraded': None}","{'bid': 13116.0, 'ask': 13116.0, 'lastTraded': None}",0
2009/01/27 23:00:00,2009-01-27T16:00:00,"{'bid': 13161.0, 'ask': 13161.0, 'lastTraded': None}","{'bid': 13152.0, 'ask': 13152.0, 'lastTraded': None}","{'bid': 13324.0, 'ask': 13324.0, 'lastTraded': None}","{'bid': 13100.0, 'ask': 13100.0, 'lastTraded': None}",0
2009/01/28 23:00:00,2009-01-28T16:00:00,"{'bid': 13152.0, 'ask': 13152.0, 'lastTraded': None}","{'bid': 12951.0, 'ask': 12951.0, 'lastTraded': None}","{'bid': 13179.0, 'ask': 13179.0, 'lastTraded': None}","{'bid': 12931.0, 'ask': 12931.0, 'lastTraded': None}",0
2009/01/29 23:00:00,2009-01-29T16:00:00,"{'bid': 12951.0, 'ask': 12951.0, 'lastTraded': None}","{'bid': 12866.5, 'ask': 12866.5, 'lastTraded': None}","{'bid': 12958.0, 'ask': 12958.0, 'lastTraded': None}","{'bid': 12775.0, 'ask': 12775.0, 'lastTraded': None}",0
2009/02/01 23:00:00,2009-02-01T16:00:00,"{'bid': 12767.0, 'ask': 12767.0, 'lastTraded': None}","{'bid': 12847.0, 'ask': 12847.0, 'lastTraded': None}","{'bid': 12898.0, 'ask': 12898.0, 'lastTraded': None}","{'bid': 12704.0, 'ask': 12704.0, 'lastTraded': None}",0
2009/02/02 23:00:00,2009-02-02T16:00:00,"{'bid': 12847.0, 'ask': 12847.0, 'lastTraded': None}","{'bid': 13027.0, 'ask': 13027.0, 'lastTraded': None}","{'bid': 13056.0, 'ask': 13056.0, 'lastTraded': None}","{'bid': 12800.0, 'ask': 12800.0, 'lastTraded': None}",0
2009/02/03 23:00:00,2009-02-03T16:00:00,"{'bid': 13027.0, 'ask': 13027.0, 'lastTraded': None}","{'bid': 12851.0, 'ask': 12851.0, 'lastTraded': None}","{'bid': 13069.0, 'ask': 13069.0, 'lastTraded': None}","{'bid': 12811.0, 'ask': 12811.0, 'lastTraded': None}",0
2009/02/04 23:00:00,2009-02-04T16:00:00,"{'bid': 12851.0, 'ask': 12851.0, 'lastTraded': None}","{'bid': 12794.0, 'ask': 12794.0, 'lastTraded': None}","{'bid': 12903.0, 'ask': 12903.0, 'lastTraded': None}","{'bid': 12756.0, 'ask': 12756.0, 'lastTraded': None}",0
2009/02/05 23:00:00,2009-02-05T16:00:00,"{'bid': 12794.0, 'ask': 12794.0, 'lastTraded': None}","{'bid': 12960.0, 'ask': 12960.0, 'lastTraded': None}","{'bid': 12991.0, 'ask': 12991.0, 'lastTraded': None}","{'bid': 12746.0, 'ask': 12746.0, 'lastTraded': None}",0
2009/02/08 23:00:00,2009-02-08T16:00:00,"{'bid': 12960.0, 'ask': 12960.0, 'lastTraded': None}","{'bid': 13011.0, 'ask': 13011.0, 'lastTraded': None}","{'bid': 13093.0, 'ask': 13093.0, 'lastTraded': None}","{'bid': 12871.0, 'ask': 12871.0, 'lastTraded': None}",0
2009/02/09 23:00:00,2009-02-09T16:00:00,"{'bid': 13011.0, 'ask': 13011.0, 'lastTraded': None}","{'bid': 12915.0, 'ask': 12915.0, 'lastTraded': None}","{'bid': 13074.0, 'ask': 13074.0, 'lastTraded': None}","{'bid': 12808.0, 'ask': 12808.0, 'lastTraded': None}",0
2009/02/10 23:00:00,2009-02-10T16:00:00,"{'bid': 12915.0, 'ask': 12915.0, 'lastTraded': None}","{'bid': 12900.0, 'ask': 12900.0, 'lastTraded': None}","{'bid': 12999.0, 'ask': 12999.0, 'lastTraded': None}","{'bid': 12831.0, 'ask': 12831.0, 'lastTraded': None}",0
