time,o,h,l,c,volume,complete
2012-02-17 00:00:00,1.31652,1.31652,1.31389,1.31409,18292,True
2012-02-19 00:00:00,1.31977,1.32768,1.31733,1.32675,64004,True
2012-02-20 00:00:00,1.32673,1.32933,1.3187,1.32644,101272,True
2012-02-21 00:00:00,1.32645,1.32761,1.32115,1.32415,96695,True
2012-02-22 00:00:00,1.32417,1.33426,1.32315,1.33136,91946,True
2012-02-23 00:00:00,1.33133,1.3476,1.33031,1.34635,105868,True
2012-02-24 00:00:00,1.34634,1.34864,1.34466,1.34503,25110,True
2012-02-26 00:00:00,1.34617,1.34801,1.33664,1.33946,109530,True
2012-02-27 00:00:00,1.33947,1.346315,1.33818,1.34237,148934,True
2012-02-28 00:00:00,1.34238,1.3486,1.33468,1.33761,158493,True
2012-02-29 00:00:00,1.33763,1.33933,1.32823,1.33325,179184,True
2012-03-01 00:00:00,1.33326,1.333745,1.318695,1.32037,143234,True
2012-03-02 00:00:00,1.32038,1.321195,1.31878,1.31997,32952,True
2012-03-04 00:00:00,1.31917,1.32414,1.316005,1.32324,113986,True
2012-03-05 00:00:00,1.32323,1.32386,1.3113,1.31156,139173,True
2012-03-06 00:00:00,1.31153,1.31645,1.30965,1.31208,136523,True
2012-03-07 00:00:00,1.31209,1.32784,1.31202,1.32721,143264,True
2012-03-08 00:00:00,1.32722,1.329145,1.31062,1.31186,140082,True
2012-03-09 00:00:00,1.3119,1.312625,1.30965,1.31234,26412,True
2012-03-11 00:00:00,1.310485,1.31467,1.307885,1.31403,96807,True
2012-03-12 00:00:00,1.31402,1.319175,1.3052,1.31083,121688,True
2012-03-13 00:00:00,1.31083,1.31223,1.30132,1.30239,136426,True
2012-03-14 00:00:00,1.3024,1.308385,1.300395,1.30693,132361,True
2012-03-15 00:00:00,1.30694,1.318735,1.3049,1.31707,125538,True
2012-03-16 00:00:00,1.31706,1.31811,1.3161,1.31748,16155,True
2012-03-18 00:00:00,1.31764,1.32655,1.31417,1.32416,81790,True
2012-03-19 00:00:00,1.32417,1.325625,1.31722,1.32214,103968,True
2012-03-20 00:00:00,1.32213,1.32852,1.317865,1.31903,112488,True
2012-03-21 00:00:00,1.31902,1.325495,1.3134,1.31933,140407,True
2012-03-22 00:00:00,1.31934,1.32937,1.31734,1.32628,133274,True
2012-03-23 00:00:00,1.32629,1.32724,1.325685,1.32701,19205,True
2012-03-25 00:00:00,1.32673,1.333965,1.319195,1.33274,109173,True
2012-03-26 00:00:00,1.33271,1.338595,1.331715,1.33358,115664,True
2012-03-27 00:00:00,1.33359,1.33737,1.32773,1.32993,123441,True
2012-03-28 00:00:00,1.32992,1.334585,1.32519,1.32643,136125,True
2012-03-29 00:00:00,1.32644,1.33768,1.32595,1.3334,135890,True
2012-03-30 00:00:00,1.33336,1.334855,1.33246,1.3344,19265,True
2012-04-01 00:00:00,1.33605,1.338065,1.327805,1.33236,105118,True
2012-04-02 00:00:00,1.33238,1.33679,1.329915,1.33365,119421,True
2012-04-03 00:00:00,1.33366,1.33413,1.31071,1.31277,165411,True
2012-04-04 00:00:00,1.31279,1.31648,1.303505,1.30655,126177,True
2012-04-05 00:00:00,1.30656,1.31125,1.30508,1.30871,62203,True
2012-04-06 00:00:00,1.30873,1.310665,1.30868,1.30965,7156,True
2012-04-08 00:00:00,1.31019,1.31049,1.303335,1.30858,47658,True
2012-04-09 00:00:00,1.30856,1.314475,1.30542,1.30673,129834,True
2012-04-10 00:00:00,1.30671,1.315745,1.306275,1.31031,144395,True
2012-04-11 00:00:00,1.3103,1.31871,1.30933,1.31704,137144,True
2012-04-12 00:00:00,1.31705,1.32129,1.306945,1.30817,134822,True
2012-04-13 00:00:00,1.30816,1.30863,1.307185,1.30782,17931,True
2012-04-15 00:00:00,1.30682,1.308745,1.299485,1.30664,118704,True
2012-04-16 00:00:00,1.30665,1.31732,1.306545,1.31225,135614,True
2012-04-17 00:00:00,1.31225,1.314465,1.30579,1.31213,126855,True
2012-04-18 00:00:00,1.31214,1.31657,1.30697,1.31321,135721,True
2012-04-19 00:00:00,1.31322,1.32249,1.311805,1.32112,128058,True
2012-04-20 00:00:00,1.32113,1.322795,1.3208,1.32193,16495,True
2012-04-22 00:00:00,1.318545,1.321055,1.310455,1.31287,97727,True
2012-04-23 00:00:00,1.31288,1.321855,1.312745,1.32065,109523,True
2012-04-24 00:00:00,1.32064,1.32368,1.31805,1.32091,99418,True
2012-04-25 00:00:00,1.3209,1.32634,1.31735,1.32311,113270,True
2012-04-26 00:00:00,1.3231,1.327035,1.31574,1.32474,127099,True
2012-04-27 00:00:00,1.32473,1.32674,1.32357,1.32537,14050,True
2012-04-29 00:00:00,1.3234,1.3267,1.32082,1.32277,82557,True
2012-04-30 00:00:00,1.32278,1.32839,1.32042,1.32254,74472,True
2012-05-01 00:00:00,1.32255,1.324425,1.31223,1.31531,104830,True
2012-05-02 00:00:00,1.31529,1.31806,1.30955,1.31467,102209,True
2012-05-03 00:00:00,1.31466,1.31786,1.308355,1.30905,104426,True
2012-05-04 00:00:00,1.30904,1.31016,1.308035,1.30841,16403,True
2012-05-06 00:00:00,1.30345,1.30598,1.29555,1.30523,126450,True
2012-05-07 00:00:00,1.30524,1.30659,1.29824,1.30153,125215,True
2012-05-08 00:00:00,1.30154,1.30437,1.291135,1.29532,152006,True
2012-05-09 00:00:00,1.29533,1.29793,1.292445,1.2959,137213,True
2012-05-10 00:00:00,1.29591,1.296545,1.290485,1.29375,126702,True
2012-05-11 00:00:00,1.29375,1.294465,1.291595,1.29172,16914,True
2012-05-13 00:00:00,1.2908,1.29088,1.282525,1.28462,116906,True
2012-05-14 00:00:00,1.28463,1.286945,1.2754,1.27688,125317,True
2012-05-15 00:00:00,1.2769,1.27745,1.26813,1.27296,133429,True
2012-05-16 00:00:00,1.27295,1.275485,1.266695,1.27081,127585,True
2012-05-17 00:00:00,1.27082,1.27392,1.264215,1.27204,131539,True
2012-05-18 00:00:00,1.27205,1.27946,1.271455,1.27802,34030,True
2012-05-20 00:00:00,1.278385,1.281335,1.27252,1.27687,96230,True
2012-05-21 00:00:00,1.27688,1.28247,1.27303,1.27347,108818,True
2012-05-22 00:00:00,1.27348,1.27394,1.25636,1.25686,148455,True
2012-05-23 00:00:00,1.25685,1.26203,1.251575,1.25828,156734,True
2012-05-24 00:00:00,1.25829,1.26028,1.24963,1.25177,139735,True
2012-05-25 00:00:00,1.25178,1.25276,1.25081,1.25169,15371,True
2012-05-27 00:00:00,1.25545,1.26246,1.252505,1.25417,88368,True
2012-05-28 00:00:00,1.25416,1.257485,1.24706,1.24859,112673,True
2012-05-29 00:00:00,1.24861,1.25104,1.23863,1.24079,144447,True
2012-05-30 00:00:00,1.24078,1.242855,1.23365,1.23632,132135,True
2012-05-31 00:00:00,1.2363,1.24564,1.22884,1.24197,148787,True
2012-06-01 00:00:00,1.24193,1.24488,1.23824,1.24348,30524,True
2012-06-03 00:00:00,1.24165,1.25098,1.238615,1.24941,105263,True
2012-06-04 00:00:00,1.2494,1.25425,1.24102,1.24369,128144,True
2012-06-05 00:00:00,1.24368,1.25369,1.24262,1.25341,138371,True
2012-06-06 00:00:00,1.25342,1.26255,1.25335,1.25667,140606,True
2012-06-07 00:00:00,1.25666,1.26147,1.24357,1.24816,145872,True
2012-06-08 00:00:00,1.24815,1.25196,1.247385,1.25168,19939,True
2012-06-10 00:00:00,1.2622,1.266885,1.248305,1.25042,122365,True
2012-06-11 00:00:00,1.25041,1.25295,1.24427,1.24762,135465,True
2012-06-12 00:00:00,1.24762,1.26105,1.247275,1.25958,135481,True
2012-06-13 00:00:00,1.25957,1.26183,1.25421,1.26082,131550,True
2012-06-14 00:00:00,1.26083,1.26472,1.25872,1.26326,123106,True
