time,o,h,l,c,volume,complete
2016-09-23 00:00:00,1.1223,1.12406,1.12193,1.12263,23562,True
2016-09-25 00:00:00,1.12263,1.12793,1.12212,1.12689,137522,True
2016-09-26 00:00:00,1.1269,1.12699,1.11911,1.12076,177221,True
2016-09-27 00:00:00,1.12077,1.1237,1.11818,1.12003,169086,True
2016-09-28 00:00:00,1.12,1.12473,1.11958,1.12444,179193,True
2016-09-29 00:00:00,1.12443,1.12509,1.11534,1.12378,260239,True
2016-09-30 00:00:00,1.12377,1.12451,1.12214,1.12423,34518,True
2016-10-02 00:00:00,1.122845,1.12452,1.12053,1.12107,107970,True
2016-10-03 00:00:00,1.12108,1.12389,1.11381,1.12118,181173,True
2016-10-04 00:00:00,1.121185,1.12335,1.1177,1.11951,196099,True
2016-10-05 00:00:00,1.11952,1.12204,1.11468,1.11572,162617,True
2016-10-06 00:00:00,1.11571,1.12053,1.11044,1.11554,245547,True
2016-10-07 00:00:00,1.11556,1.12032,1.11469,1.12023,33557,True
2016-10-09 00:00:00,1.118155,1.12049,1.11483,1.11568,135683,True
2016-10-10 00:00:00,1.11569,1.11581,1.10542,1.10612,161306,True
2016-10-11 00:00:00,1.10611,1.10713,1.10046,1.10128,194320,True
2016-10-12 00:00:00,1.10129,1.10474,1.09855,1.10381,204492,True
2016-10-13 00:00:00,1.1038,1.105865,1.09818,1.09849,166350,True
2016-10-14 00:00:00,1.0985,1.10144,1.097005,1.09714,37489,True
2016-10-16 00:00:00,1.096945,1.10081,1.09639,1.09998,121853,True
2016-10-17 00:00:00,1.09997,1.10265,1.09701,1.09965,151767,True
2016-10-18 00:00:00,1.09964,1.10051,1.09549,1.09651,141723,True
2016-10-19 00:00:00,1.09654,1.103955,1.09159,1.09337,153700,True
2016-10-20 00:00:00,1.09336,1.09459,1.08594,1.08659,116652,True
2016-10-21 00:00:00,1.0866,1.088935,1.08597,1.088605,24349,True
2016-10-23 00:00:00,1.088345,1.08998,1.08597,1.08872,112869,True
2016-10-24 00:00:00,1.08873,1.08972,1.08512,1.0889,165404,True
2016-10-25 00:00:00,1.08894,1.09465,1.08745,1.09153,180379,True
