time,o,h,l,c,volume,complete
2010-08-08 00:00:00,1.32951,1.33081,1.32283,1.32408,36122,True
2010-08-09 00:00:00,1.32407,1.324595,1.30744,1.30943,52585,True
2010-08-10 00:00:00,1.30941,1.32285,1.28667,1.28983,66365,True
2010-08-11 00:00:00,1.28982,1.29327,1.278045,1.28653,68408,True
2010-08-12 00:00:00,1.28651,1.290615,1.27526,1.27666,59707,True
2010-08-15 00:00:00,1.27665,1.28714,1.273405,1.28372,48805,True
2010-08-16 00:00:00,1.28374,1.2916,1.28045,1.2889,59890,True
2010-08-17 00:00:00,1.28891,1.29224,1.28237,1.28717,54904,True
2010-08-18 00:00:00,1.28716,1.29025,1.277195,1.28366,64959,True
2010-08-19 00:00:00,1.28365,1.28377,1.266385,1.26866,77846,True
2010-08-22 00:00:00,1.27045,1.27296,1.264705,1.26621,79071,True
2010-08-23 00:00:00,1.26622,1.271885,1.25877,1.26747,111152,True
2010-08-24 00:00:00,1.26746,1.27268,1.26086,1.26518,120682,True
2010-08-25 00:00:00,1.26517,1.276455,1.26468,1.27165,114342,True
2010-08-26 00:00:00,1.27167,1.27797,1.26764,1.27645,105127,True
2010-08-29 00:00:00,1.27664,1.27692,1.26713,1.26859,62131,True
2010-08-30 00:00:00,1.26854,1.27432,1.262535,1.27029,101429,True
2010-08-31 00:00:00,1.27028,1.285585,1.266125,1.28117,110355,True
2010-09-01 00:00:00,1.28118,1.28486,1.27766,1.28238,96900,True
2010-09-02 00:00:00,1.2824,1.28894,1.28034,1.28837,86115,True
2010-09-03 00:00:00,1.28836,1.289755,1.287695,1.2897,11655,True
2010-09-05 00:00:00,1.28969,1.29188,1.28671,1.28909,52150,True
2010-09-06 00:00:00,1.2891,1.289315,1.269885,1.2722,98424,True
2010-09-07 00:00:00,1.27219,1.27634,1.265915,1.27266,112216,True
2010-09-08 00:00:00,1.27268,1.27663,1.26649,1.27072,107083,True
2010-09-09 00:00:00,1.27073,1.27471,1.264385,1.27308,104991,True
2010-09-10 00:00:00,1.27307,1.273645,1.26757,1.26816,16785,True
2010-09-12 00:00:00,1.26814,1.289155,1.26779,1.28896,90165,True
2010-09-13 00:00:00,1.28898,1.301825,1.282925,1.30135,118327,True
2010-09-14 00:00:00,1.30136,1.303655,1.29553,1.30075,133982,True
2010-09-15 00:00:00,1.30076,1.31169,1.29759,1.30785,118020,True
2010-09-16 00:00:00,1.30785,1.31595,1.301945,1.30454,119868,True
2010-09-17 00:00:00,1.30437,1.30546,1.303645,1.30459,8051,True
2010-09-19 00:00:00,1.3046,1.31213,1.302885,1.3074,78588,True
2010-09-20 00:00:00,1.30741,1.31495,1.30508,1.31354,98293,True
2010-09-21 00:00:00,1.31353,1.34404,1.31071,1.33839,149917,True
2010-09-22 00:00:00,1.3384,1.341495,1.330435,1.33433,127476,True
2010-09-23 00:00:00,1.3333,1.349295,1.328645,1.34757,119030,True
2010-09-26 00:00:00,1.3494,1.35068,1.342555,1.34747,92159,True
2010-09-27 00:00:00,1.34377,1.358325,1.34351,1.35818,61228,True
2010-09-28 00:00:00,1.35808,1.364365,1.356635,1.36357,107837,True
2010-09-29 00:00:00,1.36358,1.36836,1.356165,1.36008,142049,True
2010-09-30 00:00:00,1.36003,1.37777,1.358305,1.37536,128601,True
2010-10-03 00:00:00,1.37926,1.38068,1.366655,1.36868,88072,True
2010-10-04 00:00:00,1.36869,1.385155,1.36374,1.38336,118673,True
2010-10-05 00:00:00,1.38334,1.392865,1.37985,1.39235,118132,True
2010-10-06 00:00:00,1.39233,1.40292,1.38981,1.39196,107717,True
2010-10-07 00:00:00,1.39196,1.398435,1.3834,1.39228,113909,True
2010-10-08 00:00:00,1.39229,1.39394,1.390135,1.39394,13139,True
2010-10-10 00:00:00,1.39875,1.40135,1.38721,1.38763,70704,True
2010-10-11 00:00:00,1.38762,1.390145,1.377515,1.38457,109507,True
2010-10-12 00:00:00,1.38456,1.400185,1.38378,1.39637,117009,True
2010-10-13 00:00:00,1.39636,1.41225,1.393795,1.40656,117795,True
2010-10-14 00:00:00,1.40655,1.41601,1.3986,1.3997,132369,True
2010-10-17 00:00:00,1.39862,1.39948,1.383105,1.39781,100744,True
2010-10-18 00:00:00,1.397895,1.400395,1.37677,1.38264,137937,True
2010-10-19 00:00:00,1.3826,1.39898,1.36977,1.39489,138605,True
2010-10-20 00:00:00,1.39485,1.40503,1.38718,1.39726,137436,True
2010-10-21 00:00:00,1.39725,1.39825,1.38621,1.39035,122508,True
2010-10-22 00:00:00,1.39036,1.395415,1.389365,1.39535,14642,True
2010-10-24 00:00:00,1.39794,1.408055,1.39343,1.39857,90189,True
2010-10-25 00:00:00,1.39856,1.399295,1.38387,1.3872,114938,True
2010-10-26 00:00:00,1.38721,1.38786,1.375835,1.37875,129496,True
2010-10-27 00:00:00,1.37877,1.394565,1.37342,1.39284,111677,True
2010-10-28 00:00:00,1.39282,1.39519,1.380715,1.38936,117370,True
2010-10-31 00:00:00,1.39624,1.40113,1.38651,1.38874,2663,True
2010-11-01 00:00:00,1.38874,1.40463,1.38744,1.40264,3034,True
2010-11-02 00:00:00,1.40291,1.40578,1.39932,1.40147,3207,True
2010-11-03 00:00:00,1.40137,1.42822,1.40071,1.42238,36395,True
2010-11-04 00:00:00,1.42241,1.424905,1.4029,1.40321,115789,True
2010-11-05 00:00:00,1.40317,1.40709,1.40242,1.40324,19221,True
2010-11-07 00:00:00,1.40381,1.40859,1.38881,1.38995,99923,True
2010-11-08 00:00:00,1.38989,1.39739,1.38239,1.39121,135100,True
2010-11-09 00:00:00,1.39124,1.3916,1.36708,1.37004,176223,True
2010-11-10 00:00:00,1.37006,1.3821,1.36566,1.36701,136496,True
2010-11-11 00:00:00,1.36706,1.37771,1.35738,1.37016,154608,True
2010-11-12 00:00:00,1.37017,1.37288,1.365955,1.36907,30354,True
2010-11-14 00:00:00,1.37038,1.37506,1.35907,1.35959,94256,True
2010-11-15 00:00:00,1.35957,1.36559,1.353555,1.35522,133172,True
2010-11-16 00:00:00,1.35521,1.35558,1.34485,1.35416,127213,True
2010-11-17 00:00:00,1.35415,1.36678,1.351055,1.36017,117101,True
2010-11-18 00:00:00,1.36018,1.373185,1.35844,1.36616,106602,True
2010-11-19 00:00:00,1.36614,1.36953,1.36307,1.36726,21729,True
2010-11-21 00:00:00,1.37455,1.37862,1.360645,1.36097,83379,True
2010-11-22 00:00:00,1.36099,1.363345,1.33988,1.34334,134303,True
2010-11-23 00:00:00,1.34333,1.343365,1.32846,1.33946,135342,True
2010-11-24 00:00:00,1.33947,1.33969,1.32865,1.33748,109616,True
2010-11-25 00:00:00,1.33746,1.33872,1.32005,1.32156,104740,True
2010-11-26 00:00:00,1.32157,1.325095,1.321235,1.32415,15899,True
2010-11-28 00:00:00,1.32824,1.3302,1.30641,1.30885,107648,True
2010-11-29 00:00:00,1.30887,1.31505,1.296895,1.30164,140094,True
2010-11-30 00:00:00,1.30169,1.31367,1.297135,1.30607,135248,True
2010-12-01 00:00:00,1.30611,1.32173,1.30479,1.31695,138900,True
2010-12-02 00:00:00,1.31695,1.33844,1.31693,1.33826,118357,True
2010-12-03 00:00:00,1.33825,1.34383,1.33613,1.34142,26326,True
2010-12-05 00:00:00,1.33883,1.342275,1.324645,1.32877,92715,True
2010-12-06 00:00:00,1.32873,1.34009,1.325455,1.33436,116525,True
2010-12-07 00:00:00,1.33437,1.33448,1.318005,1.32142,134985,True
2010-12-08 00:00:00,1.32138,1.3323,1.31681,1.31762,120607,True
2010-12-09 00:00:00,1.31763,1.32827,1.31644,1.32229,100407,True
2010-12-10 00:00:00,1.32228,1.32435,1.32163,1.32273,19882,True
2010-12-12 00:00:00,1.32221,1.339075,1.31827,1.33869,75654,True
2010-12-13 00:00:00,1.33864,1.34982,1.33631,1.33845,107578,True
2010-12-14 00:00:00,1.33844,1.34417,1.328555,1.33279,117873,True
2010-12-15 00:00:00,1.3328,1.333875,1.318135,1.31945,109376,True
2010-12-16 00:00:00,1.31947,1.33594,1.31344,1.31518,102039,True
2010-12-17 00:00:00,1.31521,1.318955,1.31332,1.31891,21396,True
2010-12-19 00:00:00,1.31665,1.318745,1.30946,1.30986,67613,True
2010-12-20 00:00:00,1.30988,1.32018,1.30981,1.31332,88955,True
2010-12-21 00:00:00,1.31334,1.31813,1.30733,1.30975,87161,True
2010-12-22 00:00:00,1.30974,1.315175,1.30553,1.30676,73549,True
2010-12-23 00:00:00,1.30678,1.31483,1.30658,1.31148,45234,True
2010-12-24 00:00:00,1.31147,1.312335,1.31112,1.31219,1463,True
2010-12-26 00:00:00,1.3117,1.317055,1.30724,1.315,39757,True
2010-12-27 00:00:00,1.31507,1.327475,1.312655,1.31302,68856,True
2010-12-28 00:00:00,1.31297,1.315755,1.308375,1.31356,74290,True
2010-12-29 00:00:00,1.31357,1.3315,1.313125,1.32824,74925,True
2010-12-30 00:00:00,1.32825,1.342375,1.325445,1.3415,66900,True
2010-12-31 00:00:00,1.34141,1.342485,1.333275,1.33837,10654,True
2011-01-02 00:00:00,1.33321,1.336575,1.325065,1.33626,60927,True
2011-01-03 00:00:00,1.33629,1.34333,1.3315,1.33179,105680,True
2011-01-04 00:00:00,1.33176,1.33311,1.3126,1.31435,118080,True
2011-01-05 00:00:00,1.31435,1.319255,1.30268,1.30359,108005,True
2011-01-06 00:00:00,1.30358,1.30373,1.29358,1.29822,118101,True
2011-01-07 00:00:00,1.29823,1.29851,1.29055,1.29069,26059,True
2011-01-09 00:00:00,1.28818,1.295225,1.287405,1.29398,79597,True
2011-01-10 00:00:00,1.29399,1.2991,1.2905,1.29335,109766,True
2011-01-11 00:00:00,1.29335,1.30633,1.29327,1.30619,115551,True
2011-01-12 00:00:00,1.30625,1.33557,1.305415,1.33346,119099,True
2011-01-13 00:00:00,1.33344,1.34567,1.330715,1.33625,121100,True
2011-01-14 00:00:00,1.33622,1.338895,1.33147,1.33885,24323,True
2011-01-16 00:00:00,1.33971,1.34031,1.32444,1.3288,73095,True
2011-01-17 00:00:00,1.32879,1.3466,1.325385,1.33907,103944,True
2011-01-18 00:00:00,1.33906,1.35385,1.33563,1.34939,122232,True
2011-01-19 00:00:00,1.34941,1.35234,1.33962,1.3411,126557,True
2011-01-20 00:00:00,1.34109,1.35913,1.34105,1.3585,125601,True
2011-01-21 00:00:00,1.35847,1.362555,1.35704,1.36211,25586,True
2011-01-23 00:00:00,1.36112,1.36828,1.35401,1.36748,92960,True
2011-01-24 00:00:00,1.36749,1.36876,1.3573,1.36738,124193,True
2011-01-25 00:00:00,1.36736,1.3722,1.36064,1.36923,123389,True
2011-01-26 00:00:00,1.36925,1.37584,1.3637,1.37325,134420,True
2011-01-27 00:00:00,1.37326,1.374655,1.36155,1.36245,130748,True
2011-01-28 00:00:00,1.36243,1.364395,1.35836,1.36113,30004,True
2011-01-30 00:00:00,1.35816,1.37393,1.35704,1.37078,99076,True
2011-01-31 00:00:00,1.37081,1.379535,1.366365,1.37917,130965,True
2011-02-01 00:00:00,1.37918,1.38619,1.37779,1.38114,121688,True
2011-02-02 00:00:00,1.38112,1.38258,1.36168,1.36293,122464,True
2011-02-03 00:00:00,1.3629,1.367845,1.35437,1.35527,108546,True
2011-02-04 00:00:00,1.35529,1.359865,1.354455,1.35818,24918,True
2011-02-06 00:00:00,1.35549,1.36266,1.350825,1.35428,88759,True
2011-02-07 00:00:00,1.35427,1.36757,1.353915,1.36717,150808,True
2011-02-08 00:00:00,1.36716,1.3721,1.361105,1.37066,164924,True
2011-02-09 00:00:00,1.37069,1.374425,1.35773,1.35999,160232,True
2011-02-10 00:00:00,1.36,1.363865,1.35057,1.35507,153527,True
2011-02-11 00:00:00,1.35508,1.35721,1.34975,1.35529,29918,True
2011-02-13 00:00:00,1.35085,1.355875,1.34283,1.34611,111739,True
2011-02-14 00:00:00,1.34609,1.35508,1.34593,1.35132,153052,True
2011-02-15 00:00:00,1.3514,1.35706,1.346225,1.3517,149130,True
2011-02-16 00:00:00,1.35166,1.36147,1.350705,1.35779,164204,True
2011-02-17 00:00:00,1.3578,1.364645,1.354525,1.36375,148293,True
2011-02-18 00:00:00,1.36376,1.37154,1.362585,1.36934,31584,True
2011-02-20 00:00:00,1.37049,1.371595,1.36474,1.3671,68618,True
2011-02-21 00:00:00,1.36706,1.37035,1.35255,1.36954,137301,True
2011-02-22 00:00:00,1.36953,1.37869,1.363545,1.37631,120434,True
2011-02-23 00:00:00,1.37634,1.38209,1.37041,1.37926,108698,True
2011-02-24 00:00:00,1.37926,1.38383,1.372405,1.37486,96918,True
2011-02-25 00:00:00,1.37484,1.376645,1.37368,1.37538,16099,True
2011-02-27 00:00:00,1.37576,1.3856,1.37113,1.38128,75463,True
2011-02-28 00:00:00,1.38132,1.38545,1.378095,1.38304,108030,True
2011-03-01 00:00:00,1.38303,1.389045,1.37433,1.38794,112657,True
2011-03-02 00:00:00,1.38795,1.39756,1.3833,1.394,103536,True
2011-03-03 00:00:00,1.39399,1.400685,1.39295,1.39895,93009,True
2011-03-04 00:00:00,1.39895,1.39946,1.39592,1.39871,21492,True
2011-03-06 00:00:00,1.39848,1.40363,1.39557,1.40144,60163,True
2011-03-07 00:00:00,1.40143,1.401465,1.386225,1.38994,80670,True
2011-03-08 00:00:00,1.38995,1.39418,1.38558,1.39214,72103,True
2011-03-09 00:00:00,1.39215,1.392675,1.379135,1.37987,87601,True
2011-03-10 00:00:00,1.37986,1.384505,1.37523,1.38402,91251,True
2011-03-11 00:00:00,1.38401,1.391545,1.382845,1.39032,20043,True
2011-03-13 00:00:00,1.39667,1.398105,1.390485,1.39743,79401,True
2011-03-14 00:00:00,1.39744,1.400355,1.385555,1.39672,109064,True
2011-03-15 00:00:00,1.39675,1.40131,1.38997,1.39219,107490,True
2011-03-16 00:00:00,1.39221,1.4053,1.38668,1.40202,141147,True
2011-03-17 00:00:00,1.40201,1.414565,1.39804,1.41398,121188,True
2011-03-18 00:00:00,1.41401,1.41846,1.41372,1.41824,15188,True
2011-03-20 00:00:00,1.4196,1.420335,1.41392,1.41835,61177,True
2011-03-21 00:00:00,1.41836,1.424865,1.41798,1.42115,86596,True
2011-03-22 00:00:00,1.42114,1.42183,1.41051,1.41232,85444,True
2011-03-23 00:00:00,1.41228,1.42103,1.40537,1.41994,93231,True
2011-03-24 00:00:00,1.41996,1.42203,1.411115,1.41434,81475,True
2011-03-25 00:00:00,1.41431,1.414385,1.405545,1.40884,18218,True
2011-03-27 00:00:00,1.4025,1.411595,1.402115,1.41038,62743,True
2011-03-28 00:00:00,1.41036,1.414915,1.404705,1.40895,76807,True
2011-03-29 00:00:00,1.40895,1.412775,1.405215,1.40943,85147,True
2011-03-30 00:00:00,1.40945,1.423305,1.40943,1.41824,90356,True
2011-03-31 00:00:00,1.41823,1.42152,1.406195,1.42148,91953,True
2011-04-01 00:00:00,1.42147,1.424565,1.419415,1.4235,13675,True
2011-04-03 00:00:00,1.42325,1.42687,1.419285,1.42205,61760,True
2011-04-04 00:00:00,1.42204,1.423285,1.415185,1.42297,73489,True
2011-04-05 00:00:00,1.423,1.434925,1.420865,1.43325,90112,True
2011-04-06 00:00:00,1.43322,1.4343,1.424275,1.4286,92515,True
2011-04-07 00:00:00,1.42861,1.444445,1.427515,1.44368,88277,True
2011-04-08 00:00:00,1.44369,1.44883,1.44174,1.44835,15968,True
2011-04-10 00:00:00,1.44516,1.448395,1.44209,1.44531,61988,True
2011-04-11 00:00:00,1.44533,1.451945,1.437765,1.44546,102580,True
2011-04-12 00:00:00,1.44547,1.452025,1.445105,1.44759,87687,True
2011-04-13 00:00:00,1.4476,1.451475,1.43654,1.44629,106301,True
2011-04-14 00:00:00,1.44629,1.450405,1.43909,1.44423,88911,True
2011-04-15 00:00:00,1.44422,1.445565,1.44202,1.44305,10972,True
2011-04-17 00:00:00,1.44123,1.442355,1.41576,1.42106,92401,True
2011-04-18 00:00:00,1.42107,1.43282,1.42054,1.43184,98413,True
2011-04-19 00:00:00,1.43183,1.45475,1.431115,1.45129,107684,True
2011-04-20 00:00:00,1.45129,1.46488,1.44855,1.45843,105432,True
2011-04-21 00:00:00,1.45842,1.458865,1.453165,1.45441,37709,True
2011-04-22 00:00:00,1.45434,1.45671,1.45419,1.4561,2416,True
2011-04-24 00:00:00,1.45615,1.46277,1.45255,1.45755,56588,True
2011-04-25 00:00:00,1.45757,1.465265,1.449345,1.46244,93621,True
2011-04-26 00:00:00,1.46245,1.471365,1.46197,1.46581,98041,True
2011-04-27 00:00:00,1.46581,1.48819,1.46341,1.47846,118922,True
2011-04-28 00:00:00,1.47847,1.487815,1.47728,1.48206,77194,True
2011-04-29 00:00:00,1.48207,1.485735,1.480515,1.48084,13686,True
2011-05-01 00:00:00,1.48135,1.490215,1.4763,1.48705,83815,True
2011-05-02 00:00:00,1.48703,1.48901,1.475455,1.48748,103456,True
