datetime,time,o,c,h,l,volumn
2016/10/21 00:00:00,2016-10-20T16:00:00,1.09336,1.08659,1.09459,1.08594,116652
2016/10/22 00:00:00,2016-10-21T16:00:00,1.0866,1.0886,1.08893,1.08597,24349
2016/10/24 00:00:00,2016-10-23T16:00:00,1.08835,1.08872,1.08998,1.08597,112869
2016/10/25 00:00:00,2016-10-24T16:00:00,1.08873,1.0889,1.08972,1.08512,165404
2016/10/26 00:00:00,2016-10-25T16:00:00,1.08894,1.09153,1.09465,1.08745,180379
2016/10/27 00:00:00,2016-10-26T16:00:00,1.09154,1.09037,1.09422,1.0892,174799
2016/10/28 00:00:00,2016-10-27T16:00:00,1.09036,1.09339,1.09503,1.08825,172000
2016/10/29 00:00:00,2016-10-28T16:00:00,1.09338,1.09872,1.09919,1.09334,49682
2016/10/30 23:00:00,2016-10-30T16:00:00,1.09913,1.09619,1.0992,1.09359,115403
2016/10/31 23:00:00,2016-10-31T16:00:00,1.0962,1.10426,1.10494,1.09573,161316
2016/11/01 23:00:00,2016-11-01T16:00:00,1.10427,1.11191,1.11197,1.10418,201071
2016/11/02 23:00:00,2016-11-02T16:00:00,1.1119,1.10955,1.11261,1.10597,204614
2016/11/03 23:00:00,2016-11-03T16:00:00,1.10954,1.11207,1.11249,1.10797,182743
2016/11/04 23:00:00,2016-11-04T16:00:00,1.11208,1.11417,1.1142,1.11125,33514
2016/11/06 23:00:00,2016-11-06T16:00:00,1.10709,1.10338,1.11105,1.1031,139150
2016/11/07 23:00:00,2016-11-07T16:00:00,1.10339,1.10464,1.10672,1.10275,130669
2016/11/08 23:00:00,2016-11-08T16:00:00,1.10465,1.09485,1.12999,1.09304,323297
2016/11/09 23:00:00,2016-11-09T16:00:00,1.09483,1.08789,1.09579,1.08649,184110
2016/11/10 23:00:00,2016-11-10T16:00:00,1.08788,1.08508,1.09238,1.08504,198728
2016/11/11 23:00:00,2016-11-11T16:00:00,1.08509,1.08564,1.08645,1.08303,37548
2016/11/13 23:00:00,2016-11-13T16:00:00,1.08306,1.07222,1.08405,1.07092,207737
2016/11/14 23:00:00,2016-11-14T16:00:00,1.07223,1.07276,1.08168,1.07119,252874
2016/11/15 23:00:00,2016-11-15T16:00:00,1.07277,1.06719,1.07597,1.06698,218735
2016/11/16 23:00:00,2016-11-16T16:00:00,1.06726,1.06736,1.07457,1.06624,212589
2016/11/17 23:00:00,2016-11-17T16:00:00,1.06738,1.05737,1.06821,1.05692,245899
2016/11/18 23:00:00,2016-11-18T16:00:00,1.05739,1.05893,1.06074,1.05706,49211
2016/11/20 23:00:00,2016-11-20T16:00:00,1.05998,1.06221,1.06493,1.05785,182366
2016/11/21 23:00:00,2016-11-21T16:00:00,1.06222,1.05838,1.06581,1.05837,214839
2016/11/22 23:00:00,2016-11-22T16:00:00,1.05837,1.0533,1.06439,1.0526,204517
2016/11/23 23:00:00,2016-11-23T16:00:00,1.05329,1.05614,1.05855,1.05182,217930
2016/11/24 23:00:00,2016-11-24T16:00:00,1.05615,1.06044,1.06276,1.05385,235057
2016/11/25 23:00:00,2016-11-25T16:00:00,1.06045,1.05917,1.06073,1.05828,51575
2016/11/27 23:00:00,2016-11-27T16:00:00,1.06144,1.05824,1.06861,1.05637,204513
2016/11/28 23:00:00,2016-11-28T16:00:00,1.05825,1.06171,1.06342,1.0565,199078
2016/11/29 23:00:00,2016-11-29T16:00:00,1.06172,1.06093,1.06668,1.05827,233704
2016/11/30 23:00:00,2016-11-30T16:00:00,1.0609,1.06125,1.06405,1.05527,264359
2016/12/01 23:00:00,2016-12-01T16:00:00,1.06126,1.06607,1.06902,1.06053,246324
2016/12/02 23:00:00,2016-12-02T16:00:00,1.06609,1.06664,1.06811,1.06556,50826
2016/12/04 23:00:00,2016-12-04T16:00:00,1.06445,1.07247,1.074,1.0506,356858
2016/12/05 23:00:00,2016-12-05T16:00:00,1.07248,1.07323,1.07967,1.07177,230333
2016/12/06 23:00:00,2016-12-06T16:00:00,1.07325,1.07669,1.07684,1.06985,168837
2016/12/07 23:00:00,2016-12-07T16:00:00,1.07668,1.06151,1.08743,1.06063,258905
2016/12/08 23:00:00,2016-12-08T16:00:00,1.06152,1.05349,1.06316,1.05348,225645
2016/12/09 23:00:00,2016-12-09T16:00:00,1.05353,1.0559,1.05619,1.05309,39572
2016/12/11 23:00:00,2016-12-11T16:00:00,1.05324,1.06084,1.06259,1.05253,173580
2016/12/12 23:00:00,2016-12-12T16:00:00,1.06085,1.06393,1.06552,1.05909,212147
2016/12/13 23:00:00,2016-12-13T16:00:00,1.06392,1.06498,1.06673,1.06122,177668
2016/12/14 23:00:00,2016-12-14T16:00:00,1.06499,1.04151,1.067,1.03952,344809
2016/12/15 23:00:00,2016-12-15T16:00:00,1.04152,1.041,1.04723,1.03664,254237
2016/12/16 23:00:00,2016-12-16T16:00:00,1.04099,1.0451,1.04745,1.0409,72930
2016/12/18 23:00:00,2016-12-18T16:00:00,1.04527,1.04349,1.04798,1.04112,198246
2016/12/19 23:00:00,2016-12-19T16:00:00,1.0435,1.03769,1.04524,1.03521,276407
2016/12/20 23:00:00,2016-12-20T16:00:00,1.0377,1.0433,1.04514,1.03715,236108
2016/12/21 23:00:00,2016-12-21T16:00:00,1.0433,1.04584,1.04998,1.04194,230415
2016/12/22 23:00:00,2016-12-22T16:00:00,1.04583,1.04619,1.04693,1.04265,164484
2016/12/23 23:00:00,2016-12-23T16:00:00,1.0462,1.04565,1.04634,1.04437,31612
2016/12/26 23:00:00,2016-12-26T16:00:00,1.0458,1.04579,1.04618,1.04325,159421
2016/12/27 23:00:00,2016-12-27T16:00:00,1.0458,1.03933,1.04802,1.03848,180963
2016/12/28 23:00:00,2016-12-28T16:00:00,1.03934,1.0488,1.04922,1.0372,259916
2016/12/29 23:00:00,2016-12-29T16:00:00,1.04882,1.0548,1.0655,1.04672,371311
2016/12/30 23:00:00,2016-12-30T16:00:00,1.05474,1.05235,1.05648,1.05127,80022
2017/01/01 23:00:00,2017-01-01T16:00:00,1.0517,1.04716,1.05191,1.04613,106451
2017/01/02 23:00:00,2017-01-02T16:00:00,1.04714,1.03845,1.04906,1.03401,257022
2017/01/03 23:00:00,2017-01-03T16:00:00,1.03847,1.04763,1.04814,1.03783,288847
2017/01/04 23:00:00,2017-01-04T16:00:00,1.04762,1.06027,1.0609,1.04518,399253
2017/01/05 23:00:00,2017-01-05T16:00:00,1.06025,1.0573,1.06226,1.05353,335511
2017/01/06 23:00:00,2017-01-06T16:00:00,1.05729,1.05328,1.05828,1.0525,54217
2017/01/08 23:00:00,2017-01-08T16:00:00,1.05329,1.05553,1.05641,1.05109,210502
2017/01/09 23:00:00,2017-01-09T16:00:00,1.05552,1.05936,1.06275,1.05544,292832
2017/01/10 23:00:00,2017-01-10T16:00:00,1.05935,1.04743,1.05984,1.04536,241001
2017/01/11 23:00:00,2017-01-11T16:00:00,1.04744,1.06527,1.06849,1.04583,468027
2017/01/12 23:00:00,2017-01-12T16:00:00,1.0653,1.0623,1.06742,1.0596,310175
2017/01/13 23:00:00,2017-01-13T16:00:00,1.06229,1.06425,1.06531,1.06119,59548
2017/01/15 23:00:00,2017-01-15T16:00:00,1.06012,1.06061,1.06365,1.05792,184648
2017/01/16 23:00:00,2017-01-16T16:00:00,1.0606,1.06947,1.07195,1.05907,350339
2017/01/17 23:00:00,2017-01-17T16:00:00,1.06946,1.06952,1.07159,1.06553,256431
2017/01/18 23:00:00,2017-01-18T16:00:00,1.06953,1.06095,1.06964,1.0589,280889
2017/01/19 23:00:00,2017-01-19T16:00:00,1.061,1.06789,1.06937,1.06095,289022
2017/01/20 23:00:00,2017-01-20T16:00:00,1.06788,1.07028,1.07098,1.06633,98786
2017/01/22 23:00:00,2017-01-22T16:00:00,1.07083,1.07478,1.0755,1.06938,229040
2017/01/23 23:00:00,2017-01-23T16:00:00,1.07477,1.07526,1.07752,1.072,255256
2017/01/24 23:00:00,2017-01-24T16:00:00,1.07525,1.07409,1.077,1.07114,254712
2017/01/25 23:00:00,2017-01-25T16:00:00,1.0741,1.06714,1.07659,1.06698,275938
2017/01/26 23:00:00,2017-01-26T16:00:00,1.06713,1.07061,1.07253,1.06575,267199
2017/01/27 23:00:00,2017-01-27T16:00:00,1.07062,1.06981,1.07089,1.0679,41781
2017/01/29 23:00:00,2017-01-29T16:00:00,1.07187,1.06879,1.07407,1.06203,208069
2017/01/30 23:00:00,2017-01-30T16:00:00,1.06877,1.08098,1.08108,1.06781,344433
2017/01/31 23:00:00,2017-01-31T16:00:00,1.08097,1.0758,1.08125,1.07365,271365
2017/02/01 23:00:00,2017-02-01T16:00:00,1.07581,1.08058,1.08292,1.0731,329181
2017/02/02 23:00:00,2017-02-02T16:00:00,1.08059,1.07885,1.08125,1.07113,261441
2017/02/03 23:00:00,2017-02-03T16:00:00,1.07883,1.07863,1.07942,1.0759,40848
2017/02/05 23:00:00,2017-02-05T16:00:00,1.0795,1.07388,1.08003,1.07057,142546
2017/02/06 23:00:00,2017-02-06T16:00:00,1.07389,1.06854,1.07552,1.06561,182674
2017/02/07 23:00:00,2017-02-07T16:00:00,1.06855,1.07071,1.07088,1.06407,175669
2017/02/08 23:00:00,2017-02-08T16:00:00,1.07074,1.06646,1.07144,1.06561,167568
2017/02/09 23:00:00,2017-02-09T16:00:00,1.06648,1.06244,1.06718,1.06077,152856
2017/02/10 23:00:00,2017-02-10T16:00:00,1.06245,1.0641,1.06532,1.06217,41961
2017/02/12 23:00:00,2017-02-12T16:00:00,1.06261,1.06044,1.06586,1.0592,115533
2017/02/13 23:00:00,2017-02-13T16:00:00,1.06045,1.05638,1.06335,1.05612,206952
2017/02/14 23:00:00,2017-02-14T16:00:00,1.05639,1.05737,1.05864,1.05214,229799
2017/02/15 23:00:00,2017-02-15T16:00:00,1.05738,1.06683,1.06765,1.05727,236476
2017/02/16 23:00:00,2017-02-16T16:00:00,1.06681,1.06262,1.06795,1.06238,225906
2017/02/17 23:00:00,2017-02-17T16:00:00,1.06264,1.06157,1.06339,1.06054,40688
2017/02/19 23:00:00,2017-02-19T16:00:00,1.06105,1.06208,1.06333,1.0603,124025
2017/02/20 23:00:00,2017-02-20T16:00:00,1.06209,1.05371,1.06251,1.05258,189395
2017/02/21 23:00:00,2017-02-21T16:00:00,1.05372,1.05486,1.05567,1.04938,219740
2017/02/22 23:00:00,2017-02-22T16:00:00,1.05487,1.05942,1.05956,1.05296,232368
2017/02/23 23:00:00,2017-02-23T16:00:00,1.05943,1.05667,1.06182,1.05637,201496
2017/02/24 23:00:00,2017-02-24T16:00:00,1.05668,1.05613,1.0597,1.05561,47560
2017/02/26 23:00:00,2017-02-26T16:00:00,1.05695,1.06134,1.06147,1.05515,152995
2017/02/27 23:00:00,2017-02-27T16:00:00,1.06135,1.06256,1.06308,1.0569,204900
2017/02/28 23:00:00,2017-02-28T16:00:00,1.06257,1.05554,1.06302,1.05142,270632
2017/03/01 23:00:00,2017-03-01T16:00:00,1.05553,1.05247,1.05719,1.04991,204524
2017/03/02 23:00:00,2017-03-02T16:00:00,1.05248,1.05628,1.05736,1.04949,202702
2017/03/03 23:00:00,2017-03-03T16:00:00,1.05629,1.06227,1.06248,1.05428,76597
2017/03/05 23:00:00,2017-03-05T16:00:00,1.06045,1.05983,1.06405,1.05768,168082
2017/03/06 23:00:00,2017-03-06T16:00:00,1.05982,1.05797,1.06027,1.05581,177269
2017/03/07 23:00:00,2017-03-07T16:00:00,1.05796,1.05566,1.0589,1.05348,202511
2017/03/08 23:00:00,2017-03-08T16:00:00,1.05567,1.05809,1.06154,1.0525,290784
2017/03/09 23:00:00,2017-03-09T16:00:00,1.05808,1.06573,1.06707,1.05665,270932
2017/03/10 23:00:00,2017-03-10T16:00:00,1.06572,1.06747,1.06995,1.06483,72377
2017/03/12 23:00:00,2017-03-12T16:00:00,1.06794,1.06692,1.07147,1.06556,220420
2017/03/13 23:00:00,2017-03-13T16:00:00,1.06693,1.06452,1.06734,1.06255,233856
2017/03/14 23:00:00,2017-03-14T16:00:00,1.06453,1.06311,1.0647,1.05999,205934
2017/03/15 23:00:00,2017-03-15T16:00:00,1.0631,1.07366,1.07467,1.06225,354886
2017/03/16 23:00:00,2017-03-16T16:00:00,1.07368,1.07418,1.07827,1.07072,280285
2017/03/17 23:00:00,2017-03-17T16:00:00,1.07417,1.07383,1.07557,1.07331,40615
2017/03/19 23:00:00,2017-03-19T16:00:00,1.07433,1.07532,1.07777,1.07338,140565
2017/03/20 23:00:00,2017-03-20T16:00:00,1.0753,1.08089,1.08194,1.0719,251257
2017/03/21 23:00:00,2017-03-21T16:00:00,1.0809,1.08002,1.0825,1.07757,262634
2017/03/22 23:00:00,2017-03-22T16:00:00,1.08001,1.07872,1.08167,1.07678,218807
2017/03/23 23:00:00,2017-03-23T16:00:00,1.07873,1.08045,1.08129,1.07603,209365
2017/03/24 23:00:00,2017-03-24T16:00:00,1.08044,1.07998,1.08181,1.07908,57922
2017/03/27 00:00:00,2017-03-26T16:00:00,1.08386,1.08816,1.09062,1.0826,214667
2017/03/28 00:00:00,2017-03-27T16:00:00,1.08817,1.0851,1.08834,1.08455,213604
2017/03/29 00:00:00,2017-03-28T16:00:00,1.08511,1.07557,1.08531,1.07397,299462
2017/03/30 00:00:00,2017-03-29T16:00:00,1.07558,1.0726,1.07735,1.07207,247554
2017/03/31 00:00:00,2017-03-30T16:00:00,1.07261,1.06972,1.07279,1.06698,259545
2017/04/01 00:00:00,2017-03-31T16:00:00,1.06973,1.06547,1.07012,1.06514,49264
2017/04/03 00:00:00,2017-04-02T16:00:00,1.06547,1.06547,1.06815,1.06424,184407
2017/04/04 00:00:00,2017-04-03T16:00:00,1.06548,1.0663,1.06765,1.06355,189459
2017/04/05 00:00:00,2017-04-04T16:00:00,1.06629,1.06601,1.06893,1.06483,198462
2017/04/06 00:00:00,2017-04-05T16:00:00,1.06602,1.06504,1.06845,1.06288,254253
2017/04/07 00:00:00,2017-04-06T16:00:00,1.06503,1.06147,1.06678,1.06103,261951
2017/04/07 00:00:00,2017-04-06T16:00:00,1.06503,1.06147,1.06678,1.06103,261951
2017/04/08 00:00:00,2017-04-07T16:00:00,1.06148,1.05903,1.06185,1.05806,52463
2017/04/10 00:00:00,2017-04-09T16:00:00,1.05835,1.06049,1.06068,1.05697,139203
2017/04/11 00:00:00,2017-04-10T16:00:00,1.0605,1.06136,1.06303,1.05786,173572
2017/04/12 00:00:00,2017-04-11T16:00:00,1.06135,1.06107,1.06241,1.0595,139047
2017/04/13 00:00:00,2017-04-12T16:00:00,1.06108,1.063,1.06778,1.05888,220894
2017/04/14 00:00:00,2017-04-13T16:00:00,1.06301,1.0623,1.06312,1.0606,99668
2017/04/15 00:00:00,2017-04-14T16:00:00,1.06229,1.0612,1.06282,1.061,12743
2017/04/17 00:00:00,2017-04-16T16:00:00,1.06175,1.06597,1.06706,1.06029,96125
2017/04/18 00:00:00,2017-04-17T16:00:00,1.06598,1.07057,1.07087,1.06351,186883
2017/04/19 00:00:00,2017-04-18T16:00:00,1.07056,1.07066,1.07373,1.06964,170629
2017/04/20 00:00:00,2017-04-19T16:00:00,1.07065,1.07573,1.07777,1.07049,169145
2017/04/21 00:00:00,2017-04-20T16:00:00,1.07574,1.06938,1.07601,1.0686,159985
2017/04/22 00:00:00,2017-04-21T16:00:00,1.06939,1.07269,1.07314,1.06823,39578
2017/04/24 00:00:00,2017-04-23T16:00:00,1.0908,1.08481,1.09364,1.08207,275967
2017/04/25 00:00:00,2017-04-24T16:00:00,1.0848,1.09409,1.09417,1.08353,190992
2017/04/26 00:00:00,2017-04-25T16:00:00,1.09408,1.08724,1.09512,1.08553,217083
2017/04/27 00:00:00,2017-04-26T16:00:00,1.08725,1.08636,1.09332,1.08516,286623
2017/04/27 00:00:00,2017-04-26T16:00:00,1.08725,1.08636,1.09332,1.08516,286623
2017/04/28 00:00:00,2017-04-27T16:00:00,1.08635,1.08944,1.09478,1.08567,246790
2017/04/29 00:00:00,2017-04-28T16:00:00,1.08943,1.08963,1.09061,1.0885,32551
2017/05/01 00:00:00,2017-04-30T16:00:00,1.09143,1.09115,1.09239,1.0884,90892
2017/05/02 00:00:00,2017-05-01T16:00:00,1.09113,1.09096,1.09256,1.08882,178366
2017/05/03 00:00:00,2017-05-02T16:00:00,1.09097,1.09191,1.09372,1.09036,177312
2017/05/04 00:00:00,2017-05-03T16:00:00,1.09192,1.09668,1.09692,1.0875,254882
2017/05/05 00:00:00,2017-05-04T16:00:00,1.09669,1.09952,1.09992,1.09488,238327
2017/05/06 00:00:00,2017-05-05T16:00:00,1.09951,1.09996,1.09999,1.09837,42899
2017/05/08 00:00:00,2017-05-07T16:00:00,1.10195,1.09281,1.10242,1.09163,187917
2017/05/09 00:00:00,2017-05-08T16:00:00,1.0928,1.08743,1.09371,1.08716,167216
2017/05/10 00:00:00,2017-05-09T16:00:00,1.08742,1.08722,1.08998,1.08588,162907
2017/05/11 00:00:00,2017-05-10T16:00:00,1.08723,1.08692,1.08931,1.08392,150154
2017/05/12 00:00:00,2017-05-11T16:00:00,1.08691,1.09258,1.09344,1.08555,151513
2017/05/13 00:00:00,2017-05-12T16:00:00,1.09259,1.09316,1.09337,1.09147,21636
2017/05/15 00:00:00,2017-05-14T16:00:00,1.09301,1.09791,1.09897,1.09223,106524
2017/05/16 00:00:00,2017-05-15T16:00:00,1.09792,1.10717,1.10892,1.09655,161132
2017/05/17 00:00:00,2017-05-16T16:00:00,1.10716,1.11329,1.11507,1.10678,206662
2017/05/17 00:00:00,2017-05-16T16:00:00,1.10716,1.11329,1.11507,1.10678,206662
2017/05/18 00:00:00,2017-05-17T16:00:00,1.1133,1.11296,1.11722,1.11038,275811
2017/05/19 00:00:00,2017-05-18T16:00:00,1.11295,1.11893,1.1197,1.10755,241676
2017/05/20 00:00:00,2017-05-19T16:00:00,1.11892,1.12075,1.12121,1.11852,37712
2017/05/22 00:00:00,2017-05-21T16:00:00,1.12051,1.12349,1.12638,1.11615,193048
2017/05/23 00:00:00,2017-05-22T16:00:00,1.1235,1.11969,1.12686,1.11932,250241
2017/05/24 00:00:00,2017-05-23T16:00:00,1.1197,1.11745,1.1209,1.11683,236001
2017/05/25 00:00:00,2017-05-24T16:00:00,1.11746,1.12175,1.12505,1.11739,234022
2017/05/26 00:00:00,2017-05-25T16:00:00,1.12176,1.11689,1.12347,1.11605,195080
2017/05/27 00:00:00,2017-05-26T16:00:00,1.11689,1.11818,1.11832,1.11615,26119
2017/05/29 00:00:00,2017-05-28T16:00:00,1.11827,1.11798,1.11902,1.11617,84540
2017/05/30 00:00:00,2017-05-29T16:00:00,1.11799,1.11825,1.12057,1.11095,196302
2017/05/31 00:00:00,2017-05-30T16:00:00,1.11827,1.12369,1.12525,1.11643,193346
2017/06/01 00:00:00,2017-05-31T16:00:00,1.12368,1.12136,1.1257,1.1202,165876
2017/06/02 00:00:00,2017-06-01T16:00:00,1.12137,1.12697,1.12825,1.1205,164740
2017/06/03 00:00:00,2017-06-02T16:00:00,1.12698,1.1282,1.12855,1.12657,29195
2017/06/05 00:00:00,2017-06-04T16:00:00,1.12753,1.12498,1.12855,1.12343,112510
2017/06/06 00:00:00,2017-06-05T16:00:00,1.12499,1.12661,1.12779,1.12405,136462
2017/06/06 00:00:00,2017-06-05T16:00:00,1.12499,1.12661,1.12779,1.12405,136462
2017/06/07 00:00:00,2017-06-06T16:00:00,1.12662,1.12375,1.12843,1.12039,125342
2017/06/08 00:00:00,2017-06-07T16:00:00,1.12376,1.12168,1.12723,1.11947,179040
2017/06/09 00:00:00,2017-06-08T16:00:00,1.12167,1.11891,1.12377,1.11665,238101
2017/06/10 00:00:00,2017-06-09T16:00:00,1.11892,1.1196,1.12043,1.11871,32983
2017/06/12 00:00:00,2017-06-11T16:00:00,1.1203,1.12031,1.12323,1.11918,112436
2017/06/13 00:00:00,2017-06-12T16:00:00,1.1203,1.11934,1.12251,1.11852,134681
2017/06/14 00:00:00,2017-06-13T16:00:00,1.11932,1.12766,1.12962,1.11922,181510
2017/06/15 00:00:00,2017-06-14T16:00:00,1.12765,1.11512,1.12904,1.11321,323794
2017/06/16 00:00:00,2017-06-15T16:00:00,1.11513,1.11933,1.12001,1.11386,152620
2017/06/17 00:00:00,2017-06-16T16:00:00,1.11932,1.11958,1.1202,1.11862,22150
2017/06/19 00:00:00,2017-06-18T16:00:00,1.12057,1.11599,1.1213,1.11591,108498
2017/06/20 00:00:00,2017-06-19T16:00:00,1.11598,1.11239,1.11651,1.11199,155164
2017/06/21 00:00:00,2017-06-20T16:00:00,1.11237,1.11428,1.1156,1.11188,134695
2017/06/22 00:00:00,2017-06-21T16:00:00,1.11429,1.11469,1.11781,1.11406,131362
2017/06/23 00:00:00,2017-06-22T16:00:00,1.11471,1.11963,1.12091,1.11394,113684
2017/06/24 00:00:00,2017-06-23T16:00:00,1.11964,1.11939,1.12024,1.11924,13034
2017/06/26 00:00:00,2017-06-25T16:00:00,1.11936,1.11962,1.12199,1.11718,110879
2017/06/26 00:00:00,2017-06-25T16:00:00,1.11936,1.11962,1.12199,1.11718,110879
2017/06/27 00:00:00,2017-06-26T16:00:00,1.11961,1.13268,1.13323,1.11755,194915
2017/06/28 00:00:00,2017-06-27T16:00:00,1.13267,1.13647,1.13915,1.12915,354132
2017/06/29 00:00:00,2017-06-28T16:00:00,1.13648,1.14207,1.14352,1.1363,217413
2017/06/30 00:00:00,2017-06-29T16:00:00,1.14206,1.14113,1.14458,1.13919,255957
2017/07/01 00:00:00,2017-06-30T16:00:00,1.14112,1.14245,1.14254,1.14064,29523
2017/07/03 00:00:00,2017-07-02T16:00:00,1.14202,1.13668,1.14274,1.13562,151582
2017/07/04 00:00:00,2017-07-03T16:00:00,1.13667,1.13477,1.13773,1.13362,166521
2017/07/05 00:00:00,2017-07-04T16:00:00,1.13476,1.13356,1.13688,1.13124,213946
2017/07/06 00:00:00,2017-07-05T16:00:00,1.13357,1.1407,1.14071,1.13226,241444
2017/07/07 00:00:00,2017-07-06T16:00:00,1.14069,1.1396,1.14403,1.13797,248245
2017/07/08 00:00:00,2017-07-07T16:00:00,1.13961,1.14014,1.14112,1.1396,23754
2017/07/10 00:00:00,2017-07-09T16:00:00,1.13963,1.13955,1.14184,1.13816,129274
2017/07/11 00:00:00,2017-07-10T16:00:00,1.13954,1.14301,1.14338,1.13829,172127
2017/07/12 00:00:00,2017-07-11T16:00:00,1.143,1.14103,1.14897,1.13915,313093
2017/07/13 00:00:00,2017-07-12T16:00:00,1.14102,1.1384,1.14561,1.13702,277848
2017/07/14 00:00:00,2017-07-13T16:00:00,1.13841,1.14517,1.14687,1.13826,235975
2017/07/15 00:00:00,2017-07-14T16:00:00,1.14516,1.14677,1.14722,1.14498,28725
2017/07/17 00:00:00,2017-07-16T16:00:00,1.14731,1.14693,1.14872,1.14348,181613
2017/07/18 00:00:00,2017-07-17T16:00:00,1.14692,1.15779,1.15835,1.14687,344739
2017/07/19 00:00:00,2017-07-18T16:00:00,1.1578,1.15178,1.15814,1.151,245581
2017/07/20 00:00:00,2017-07-19T16:00:00,1.15177,1.16337,1.16585,1.1479,407117
2017/07/21 00:00:00,2017-07-20T16:00:00,1.16338,1.16549,1.16773,1.16178,289824
2017/07/22 00:00:00,2017-07-21T16:00:00,1.16548,1.16624,1.16833,1.16537,58764
2017/07/24 00:00:00,2017-07-23T16:00:00,1.1665,1.16426,1.16847,1.16301,231532
2017/07/25 00:00:00,2017-07-24T16:00:00,1.16425,1.16548,1.17125,1.16257,321387
2017/07/26 00:00:00,2017-07-25T16:00:00,1.16547,1.16323,1.16614,1.16126,302964
2017/07/27 00:00:00,2017-07-26T16:00:00,1.16324,1.16552,1.17772,1.16254,474213
2017/07/28 00:00:00,2017-07-27T16:00:00,1.16551,1.17552,1.17642,1.16501,432284
2017/07/29 00:00:00,2017-07-28T16:00:00,1.17551,1.17494,1.17627,1.17379,48458
2017/07/31 00:00:00,2017-07-30T16:00:00,1.17494,1.1826,1.18308,1.17231,121355
2017/08/01 00:00:00,2017-07-31T16:00:00,1.1826,1.17984,1.18458,1.17851,358328
2017/08/02 00:00:00,2017-08-01T16:00:00,1.17985,1.18607,1.18718,1.17935,289572
2017/08/03 00:00:00,2017-08-02T16:00:00,1.18608,1.18793,1.19107,1.18303,315184
2017/08/04 00:00:00,2017-08-03T16:00:00,1.18792,1.17536,1.18896,1.17281,361421
2017/08/05 00:00:00,2017-08-04T16:00:00,1.17537,1.17736,1.17834,1.17364,45270
2017/08/05 00:00:00,2017-08-04T16:00:00,1.17537,1.17736,1.17834,1.17364,45270
2017/08/07 00:00:00,2017-08-06T16:00:00,1.17736,1.17874,1.18145,1.17697,174634
2017/08/08 00:00:00,2017-08-07T16:00:00,1.17873,1.17244,1.18243,1.17153,219215
2017/08/09 00:00:00,2017-08-08T16:00:00,1.17245,1.17481,1.17698,1.1689,387173
2017/08/10 00:00:00,2017-08-09T16:00:00,1.17482,1.17508,1.17705,1.1704,319464
2017/08/11 00:00:00,2017-08-10T16:00:00,1.17509,1.18105,1.18358,1.17483,331823
2017/08/12 00:00:00,2017-08-11T16:00:00,1.18106,1.18213,1.18477,1.18056,52125
2017/08/14 00:00:00,2017-08-13T16:00:00,1.18215,1.17862,1.18388,1.17697,182691
2017/08/15 00:00:00,2017-08-14T16:00:00,1.1786,1.17361,1.17961,1.1687,283641
2017/08/16 00:00:00,2017-08-15T16:00:00,1.1736,1.17018,1.17583,1.1681,280366
2017/08/17 00:00:00,2017-08-16T16:00:00,1.17017,1.17354,1.17903,1.16621,393078
2017/08/18 00:00:00,2017-08-17T16:00:00,1.17353,1.17478,1.17748,1.17083,309383
2017/08/19 00:00:00,2017-08-18T16:00:00,1.17479,1.17603,1.17677,1.17407,54255
2017/08/21 00:00:00,2017-08-20T16:00:00,1.1761,1.18128,1.18253,1.17311,174457
2017/08/22 00:00:00,2017-08-21T16:00:00,1.18127,1.1762,1.18283,1.1745,233105
2017/08/23 00:00:00,2017-08-22T16:00:00,1.17621,1.18015,1.18202,1.174,273541
2017/08/24 00:00:00,2017-08-23T16:00:00,1.18016,1.18012,1.18234,1.1784,297632
2017/08/25 00:00:00,2017-08-24T16:00:00,1.18013,1.1873,1.18846,1.17731,340062
2017/08/25 00:00:00,2017-08-24T16:00:00,1.18013,1.1873,1.18846,1.17731,340062
2017/08/26 00:00:00,2017-08-25T16:00:00,1.18728,1.19225,1.1942,1.1864,105049
2017/08/28 00:00:00,2017-08-27T16:00:00,1.19526,1.19721,1.19759,1.19168,250121
2017/08/29 00:00:00,2017-08-28T16:00:00,1.19722,1.2025,1.20706,1.19552,520308
2017/08/30 00:00:00,2017-08-29T16:00:00,1.20251,1.19267,1.20254,1.1894,482423
2017/08/31 00:00:00,2017-08-30T16:00:00,1.19268,1.18932,1.1927,1.18229,464252
2017/09/01 00:00:00,2017-08-31T16:00:00,1.18934,1.18775,1.19801,1.18495,503978
2017/09/02 00:00:00,2017-09-01T16:00:00,1.18774,1.18612,1.18887,1.18546,70124
2017/09/04 00:00:00,2017-09-03T16:00:00,1.18825,1.19163,1.19224,1.18727,214224
2017/09/05 00:00:00,2017-09-04T16:00:00,1.19162,1.19115,1.1941,1.18681,422685
2017/09/06 00:00:00,2017-09-05T16:00:00,1.19114,1.19409,1.19499,1.18947,450520
2017/09/07 00:00:00,2017-09-06T16:00:00,1.19408,1.20266,1.20598,1.19078,580883
2017/09/08 00:00:00,2017-09-07T16:00:00,1.20267,1.20395,1.2093,1.19846,611971
2017/09/09 00:00:00,2017-09-08T16:00:00,1.20397,1.20356,1.20443,1.20227,61752
2017/09/11 00:00:00,2017-09-10T16:00:00,1.20138,1.19632,1.20301,1.19603,328356
