time,o,h,l,c,volume,complete
2018-04-06 00:00:00,1.22739,1.229115,1.226595,1.22816,87560,True
2018-04-08 00:00:00,1.22773,1.23308,1.226015,1.23189,323493,True
2018-04-09 00:00:00,1.2319,1.237785,1.23026,1.23372,431202,True
2018-04-10 00:00:00,1.23373,1.239695,1.233605,1.2384,387329,True
2018-04-11 00:00:00,1.23839,1.23852,1.22992,1.23178,434127,True
2018-04-12 00:00:00,1.23181,1.23462,1.23068,1.23207,328978,True
2018-04-13 00:00:00,1.23208,1.234445,1.23193,1.232995,64764,True
2018-04-15 00:00:00,1.23319,1.23948,1.232285,1.23729,252948,True
2018-04-16 00:00:00,1.237345,1.241395,1.233605,1.23448,300137,True
2018-04-17 00:00:00,1.23449,1.239765,1.23376,1.23798,365619,True
2018-04-18 00:00:00,1.23799,1.240045,1.23289,1.23362,378428,True
2018-04-19 00:00:00,1.233615,1.235885,1.224965,1.22818,411890,True
2018-04-20 00:00:00,1.22817,1.230035,1.227995,1.228775,51134,True
2018-04-22 00:00:00,1.22664,1.229005,1.22104,1.22151,292565,True
2018-04-23 00:00:00,1.22152,1.22352,1.218155,1.2228,374496,True
2018-04-24 00:00:00,1.22279,1.224515,1.21676,1.21766,369671,True
2018-04-25 00:00:00,1.21767,1.221035,1.209795,1.21133,484436,True
2018-04-26 00:00:00,1.211335,1.21305,1.20553,1.2108,399661,True
2018-04-27 00:00:00,1.21079,1.213345,1.21002,1.2131,55399,True
2018-04-29 00:00:00,1.21301,1.2139,1.206405,1.20738,291884,True
2018-04-30 00:00:00,1.20739,1.21068,1.19811,1.19996,346515,True
2018-05-01 00:00:00,1.19995,1.203195,1.195285,1.19675,423261,True
2018-05-02 00:00:00,1.19674,1.20263,1.193775,1.19705,599471,True
2018-05-03 00:00:00,1.19706,1.200475,1.19105,1.19455,444919,True
2018-05-04 00:00:00,1.19454,1.196695,1.19363,1.196205,73770,True
2018-05-06 00:00:00,1.195765,1.197835,1.18974,1.19267,251649,True
2018-05-07 00:00:00,1.19266,1.19392,1.183805,1.18627,401608,True
2018-05-08 00:00:00,1.18626,1.18974,1.182255,1.18519,465350,True
2018-05-09 00:00:00,1.18518,1.19467,1.18408,1.18969,506900,True
2018-05-10 00:00:00,1.189695,1.196815,1.189095,1.195165,406208,True
2018-05-11 00:00:00,1.195195,1.19598,1.19347,1.19412,59993,True
2018-05-13 00:00:00,1.194745,1.19964,1.19383,1.19754,287892,True
2018-05-14 00:00:00,1.197535,1.19781,1.181985,1.18637,460066,True
2018-05-15 00:00:00,1.18635,1.187595,1.17631,1.17867,611706,True
2018-05-16 00:00:00,1.17868,1.183795,1.17763,1.1797,503020,True
2018-05-17 00:00:00,1.17971,1.182265,1.174955,1.17755,399829,True
2018-05-18 00:00:00,1.17756,1.178895,1.17645,1.177095,48529,True
2018-05-20 00:00:00,1.177605,1.178025,1.17165,1.17684,308793,True
2018-05-21 00:00:00,1.176865,1.183025,1.175645,1.17841,453813,True
2018-05-22 00:00:00,1.1784,1.179015,1.168475,1.16927,528760,True
2018-05-23 00:00:00,1.16928,1.17507,1.167555,1.17288,586701,True
2018-05-24 00:00:00,1.172905,1.17446,1.16464,1.16655,476699,True
2018-05-25 00:00:00,1.16656,1.16763,1.164575,1.16495,60979,True
2018-05-27 00:00:00,1.16871,1.172875,1.16073,1.16284,385431,True
2018-05-28 00:00:00,1.16285,1.164005,1.150975,1.15509,626596,True
2018-05-29 00:00:00,1.1551,1.16766,1.15183,1.16639,761212,True
2018-05-30 00:00:00,1.1664,1.17247,1.164085,1.16688,619915,True
2018-05-31 00:00:00,1.16687,1.17185,1.161675,1.1678,586292,True
2018-06-01 00:00:00,1.167805,1.168025,1.16534,1.165915,45272,True
2018-06-03 00:00:00,1.166005,1.17449,1.16587,1.16951,366629,True
2018-06-04 00:00:00,1.16952,1.17172,1.16523,1.1672,397393,True
2018-06-05 00:00:00,1.16721,1.179605,1.16687,1.17774,484914,True
2018-06-06 00:00:00,1.17772,1.18402,1.17604,1.18146,402364,True
2018-06-07 00:00:00,1.18148,1.182345,1.17269,1.17736,510541,True
2018-06-08 00:00:00,1.17735,1.177825,1.17644,1.176865,52001,True
2018-06-10 00:00:00,1.17749,1.182105,1.17703,1.18018,293468,True
2018-06-11 00:00:00,1.180165,1.18095,1.174085,1.1791,394807,True
2018-06-12 00:00:00,1.179125,1.179345,1.172985,1.17829,313111,True
2018-06-13 00:00:00,1.1783,1.18524,1.161885,1.16322,633373,True
2018-06-14 00:00:00,1.16323,1.16478,1.154305,1.16155,571695,True
2018-06-15 00:00:00,1.16156,1.161835,1.16,1.160765,56710,True
2018-06-17 00:00:00,1.16034,1.162475,1.15652,1.16055,296338,True
2018-06-18 00:00:00,1.16056,1.164495,1.15305,1.15781,556068,True
2018-06-19 00:00:00,1.15782,1.160045,1.153635,1.15917,455866,True
2018-06-20 00:00:00,1.15918,1.163385,1.1508,1.15999,600249,True
2018-06-21 00:00:00,1.15998,1.16754,1.15949,1.16297,544947,True
2018-06-22 00:00:00,1.16298,1.166785,1.16291,1.165855,57139,True
2018-06-24 00:00:00,1.16566,1.1702,1.162815,1.16932,413028,True
2018-06-25 00:00:00,1.16931,1.1721,1.164975,1.16754,514958,True
2018-06-26 00:00:00,1.16753,1.167655,1.15815,1.158805,532137,True
2018-06-27 00:00:00,1.15875,1.160085,1.1527,1.15818,584098,True
2018-06-28 00:00:00,1.158195,1.168335,1.155085,1.16769,682696,True
2018-06-29 00:00:00,1.1677,1.169075,1.16637,1.16842,69837,True
2018-07-01 00:00:00,1.16345,1.16951,1.159105,1.16044,329802,True
2018-07-02 00:00:00,1.16045,1.16734,1.15997,1.16526,399248,True
2018-07-03 00:00:00,1.16527,1.16821,1.163035,1.1641,270191,True
2018-07-04 00:00:00,1.164045,1.172085,1.163805,1.16954,397725,True
2018-07-05 00:00:00,1.16955,1.176785,1.16717,1.173675,369453,True
2018-07-06 00:00:00,1.173685,1.174935,1.17336,1.17439,38533,True
2018-07-08 00:00:00,1.175,1.17911,1.173885,1.17446,296702,True
2018-07-09 00:00:00,1.17445,1.17632,1.169005,1.17292,359983,True
2018-07-10 00:00:00,1.17291,1.175875,1.16948,1.17226,441316,True
2018-07-11 00:00:00,1.17225,1.17276,1.16496,1.16908,458733,True
2018-07-12 00:00:00,1.169085,1.1693,1.161275,1.16665,406459,True
2018-07-13 00:00:00,1.16666,1.168805,1.166525,1.168655,47399,True
2018-07-15 00:00:00,1.16905,1.17257,1.167535,1.17115,266079,True
2018-07-16 00:00:00,1.171145,1.17448,1.166155,1.16617,306742,True
2018-07-17 00:00:00,1.16621,1.16694,1.160165,1.16449,400789,True
2018-07-18 00:00:00,1.1645,1.166245,1.157475,1.16035,451634,True
2018-07-19 00:00:00,1.16036,1.17235,1.16019,1.17086,637534,True
2018-07-20 00:00:00,1.17087,1.17392,1.1701,1.172175,56009,True
2018-07-22 00:00:00,1.17337,1.17507,1.168655,1.17023,293903,True
2018-07-23 00:00:00,1.170215,1.171725,1.165435,1.1683,377981,True
2018-07-24 00:00:00,1.16828,1.171245,1.166395,1.16762,339464,True
2018-07-25 00:00:00,1.167585,1.174415,1.165005,1.16541,443571,True
2018-07-26 00:00:00,1.16542,1.166705,1.16203,1.16597,323314,True
2018-07-27 00:00:00,1.165965,1.16646,1.16477,1.16572,44421,True
2018-07-29 00:00:00,1.165945,1.171915,1.164795,1.17172,208588,True
2018-07-30 00:00:00,1.17173,1.174635,1.16919,1.17052,323650,True
2018-07-31 00:00:00,1.17051,1.170855,1.16638,1.16649,306424,True
2018-08-01 00:00:00,1.1665,1.16781,1.16009,1.16123,310651,True
2018-08-02 00:00:00,1.16122,1.161995,1.15603,1.15953,338993,True
2018-08-03 00:00:00,1.15954,1.15999,1.15635,1.156815,39352,True
2018-08-05 00:00:00,1.157045,1.15745,1.153,1.15635,188047,True
2018-08-06 00:00:00,1.15634,1.16084,1.1548,1.15967,234748,True
2018-08-07 00:00:00,1.159665,1.162865,1.157295,1.1598,255874,True
2018-08-08 00:00:00,1.15981,1.162045,1.15611,1.15653,256675,True
2018-08-09 00:00:00,1.15654,1.15679,1.1395,1.13977,543675,True
