time,o,h,l,c,volume,complete
2022-11-11 00:00:00,1.03261,1.036415,1.031255,1.035475,31617,True
2022-11-13 00:00:00,1.03647,1.03647,1.027155,1.033005,117319,True
2022-11-14 00:00:00,1.033015,1.048165,1.031225,1.036835,134834,True
2022-11-15 00:00:00,1.036825,1.043855,1.028025,1.04038,173511,True
2022-11-16 00:00:00,1.040375,1.04127,1.03052,1.03289,130686,True
2022-11-17 00:00:00,1.03292,1.03961,1.031905,1.03648,115279,True
2022-11-18 00:00:00,1.03645,1.03719,1.031365,1.032565,25286,True
2022-11-20 00:00:00,1.032395,1.03333,1.022625,1.02396,86125,True
2022-11-21 00:00:00,1.02397,1.029105,1.02227,1.028345,105469,True
2022-11-22 00:00:00,1.028355,1.038405,1.02669,1.03763,99805,True
2022-11-23 00:00:00,1.03764,1.044865,1.035545,1.040965,144042,True
2022-11-24 00:00:00,1.040975,1.042945,1.035475,1.04069,110226,True
2022-11-25 00:00:00,1.04068,1.04152,1.03856,1.03972,35216,True
2022-11-27 00:00:00,1.038725,1.049685,1.034135,1.03984,123237,True
2022-11-28 00:00:00,1.03979,1.040225,1.032475,1.03563,161173,True
2022-11-29 00:00:00,1.03566,1.039995,1.029485,1.029855,166878,True
2022-11-30 00:00:00,1.029845,1.05342,1.029035,1.048725,213190,True
2022-12-01 00:00:00,1.048735,1.05451,1.042825,1.04734,166357,True
2022-12-02 00:00:00,1.04733,1.05431,1.046615,1.054075,30018,True
2022-12-04 00:00:00,1.052925,1.0595,1.050415,1.052515,88345,True
2022-12-05 00:00:00,1.05252,1.053815,1.047585,1.04988,119224,True
2022-12-06 00:00:00,1.049925,1.054985,1.044325,1.05042,150558,True
2022-12-07 00:00:00,1.05041,1.05492,1.04883,1.05453,143381,True
2022-12-08 00:00:00,1.05452,1.05884,1.05029,1.05407,148338,True
2022-12-09 00:00:00,1.05408,1.055605,1.052895,1.053305,31779,True
2022-12-11 00:00:00,1.053045,1.058025,1.050595,1.05237,95380,True
2022-12-12 00:00:00,1.05238,1.067345,1.051075,1.06364,164629,True
2022-12-13 00:00:00,1.063645,1.06721,1.061045,1.064695,173163,True
2022-12-14 00:00:00,1.064715,1.073655,1.06058,1.064845,191675,True
2022-12-15 00:00:00,1.06484,1.066305,1.059235,1.06167,159296,True
2022-12-16 00:00:00,1.0617,1.06248,1.05819,1.058755,36020,True
2022-12-18 00:00:00,1.058935,1.065795,1.057585,1.05797,107685,True
2022-12-19 00:00:00,1.05799,1.065875,1.05789,1.06401,222448,True
2022-12-20 00:00:00,1.064015,1.064565,1.059635,1.06154,137967,True
2022-12-21 00:00:00,1.06156,1.065965,1.05863,1.06021,129826,True
2022-12-22 00:00:00,1.060185,1.063305,1.057335,1.06137,130162,True
2022-12-23 00:00:00,1.061365,1.06303,1.06059,1.061665,29897,True
2022-12-26 00:00:00,1.06363,1.066965,1.06115,1.06498,89564,True
2022-12-27 00:00:00,1.064985,1.067455,1.061145,1.061885,114451,True
2022-12-28 00:00:00,1.061925,1.067005,1.060665,1.066695,111549,True
2022-12-29 00:00:00,1.066705,1.070115,1.063865,1.06723,117376,True
2022-12-30 00:00:00,1.067235,1.071595,1.067115,1.070595,43142,True
2023-01-01 00:00:00,1.07047,1.0715,1.065855,1.06607,51416,True
2023-01-02 00:00:00,1.066055,1.06842,1.05195,1.05554,146633,True
2023-01-03 00:00:00,1.05557,1.063545,1.053735,1.060345,155638,True
2023-01-04 00:00:00,1.060335,1.063155,1.0515,1.05184,157397,True
2023-01-05 00:00:00,1.051845,1.06124,1.048225,1.06017,148544,True
2023-01-06 00:00:00,1.06018,1.06481,1.059685,1.064575,32181,True
2023-01-08 00:00:00,1.06445,1.07493,1.06327,1.07402,103426,True
2023-01-09 00:00:00,1.07403,1.07607,1.071215,1.072765,150417,True
2023-01-10 00:00:00,1.072775,1.07764,1.072415,1.07551,124120,True
2023-01-11 00:00:00,1.07552,1.083885,1.07261,1.08069,152999,True
2023-01-12 00:00:00,1.0807,1.086805,1.078045,1.08296,154204,True
2023-01-13 00:00:00,1.08295,1.08358,1.08012,1.083245,29416,True
2023-01-15 00:00:00,1.08333,1.08741,1.08015,1.08252,82357,True
2023-01-16 00:00:00,1.08253,1.08696,1.079505,1.08019,125822,True
2023-01-17 00:00:00,1.08018,1.088745,1.076615,1.08333,170579,True
2023-01-18 00:00:00,1.08334,1.083835,1.07824,1.07892,146057,True
2023-01-19 00:00:00,1.07893,1.085905,1.07873,1.083095,121419,True
2023-01-20 00:00:00,1.0831,1.08585,1.08273,1.085575,27764,True
2023-01-22 00:00:00,1.08675,1.092695,1.08463,1.086465,91168,True
2023-01-23 00:00:00,1.086475,1.089805,1.08351,1.087525,116899,True
2023-01-24 00:00:00,1.087535,1.092365,1.085715,1.09023,113522,True
2023-01-25 00:00:00,1.09018,1.092955,1.085095,1.085535,115327,True
2023-01-26 00:00:00,1.08554,1.090045,1.08377,1.08386,105539,True
2023-01-27 00:00:00,1.08385,1.08731,1.08382,1.086815,24942,True
2023-01-29 00:00:00,1.086715,1.091395,1.085295,1.087085,82917,True
2023-01-30 00:00:00,1.08708,1.087485,1.080215,1.086,114333,True
2023-01-31 00:00:00,1.08601,1.092485,1.085065,1.091975,94913,True
2023-02-01 00:00:00,1.091955,1.1033,1.088535,1.093665,178478,True
2023-02-02 00:00:00,1.093675,1.094895,1.080935,1.085835,129070,True
2023-02-03 00:00:00,1.08583,1.086155,1.07924,1.079325,28401,True
2023-02-05 00:00:00,1.078815,1.080025,1.07223,1.07305,76480,True
