time,o,h,l,c,volume,complete
2021-04-30 00:00:00,1.203,1.203595,1.20166,1.20207,16366,True
2021-05-02 00:00:00,1.203205,1.2076,1.201305,1.205875,59764,True
2021-05-03 00:00:00,1.205855,1.20676,1.199905,1.20143,92405,True
2021-05-04 00:00:00,1.20145,1.20267,1.1986,1.2002,103877,True
2021-05-05 00:00:00,1.200205,1.207175,1.19912,1.20491,86108,True
2021-05-06 00:00:00,1.204905,1.216515,1.204405,1.216485,111614,True
2021-05-07 00:00:00,1.216475,1.217155,1.21413,1.216355,22513,True
2021-05-09 00:00:00,1.2163,1.21786,1.21366,1.216975,96370,True
2021-05-10 00:00:00,1.216965,1.21817,1.212305,1.216915,115637,True
2021-05-11 00:00:00,1.216925,1.21709,1.20658,1.20733,137676,True
2021-05-12 00:00:00,1.20734,1.210625,1.205145,1.20695,150830,True
2021-05-13 00:00:00,1.206955,1.21478,1.20622,1.21398,129063,True
2021-05-14 00:00:00,1.21399,1.214795,1.213385,1.214555,17761,True
2021-05-16 00:00:00,1.21444,1.21689,1.212605,1.21546,99521,True
2021-05-17 00:00:00,1.21547,1.22341,1.214985,1.2202,115836,True
2021-05-18 00:00:00,1.22021,1.224525,1.218885,1.22159,134488,True
2021-05-19 00:00:00,1.22158,1.222655,1.21598,1.222445,142431,True
2021-05-20 00:00:00,1.222465,1.223985,1.217055,1.217725,125393,True
2021-05-21 00:00:00,1.217735,1.218795,1.216085,1.218125,21427,True
2021-05-23 00:00:00,1.21795,1.223005,1.21709,1.220965,109749,True
2021-05-24 00:00:00,1.22097,1.226645,1.22047,1.22327,121775,True
2021-05-25 00:00:00,1.22326,1.226305,1.219725,1.22035,124150,True
2021-05-26 00:00:00,1.22038,1.221515,1.21752,1.21936,134771,True
2021-05-27 00:00:00,1.21938,1.220485,1.213265,1.21937,127539,True
2021-05-28 00:00:00,1.21936,1.220505,1.218925,1.21921,20759,True
2021-05-30 00:00:00,1.21967,1.22315,1.2183,1.222915,69768,True
2021-05-31 00:00:00,1.222925,1.225435,1.221335,1.22405,105623,True
2021-06-01 00:00:00,1.22403,1.22431,1.216405,1.22128,104938,True
2021-06-02 00:00:00,1.22127,1.22159,1.21206,1.21212,108086,True
2021-06-03 00:00:00,1.21213,1.218595,1.21039,1.21725,113714,True
2021-06-04 00:00:00,1.21726,1.2175,1.21602,1.216625,13356,True
2021-06-06 00:00:00,1.21623,1.22004,1.2145,1.21985,78676,True
2021-06-07 00:00:00,1.21983,1.22019,1.21644,1.217925,96898,True
2021-06-08 00:00:00,1.21792,1.221805,1.21712,1.21838,81446,True
2021-06-09 00:00:00,1.21839,1.219475,1.214345,1.21729,111560,True
2021-06-10 00:00:00,1.217265,1.21931,1.209275,1.21,103958,True
2021-06-11 00:00:00,1.20999,1.211085,1.20927,1.210855,14194,True
2021-06-13 00:00:00,1.21099,1.21306,1.20942,1.21249,79587,True
2021-06-14 00:00:00,1.2125,1.214745,1.21013,1.21195,91683,True
2021-06-15 00:00:00,1.21194,1.213485,1.21101,1.211785,82296,True
2021-06-16 00:00:00,1.21178,1.21217,1.19059,1.19108,173531,True
2021-06-17 00:00:00,1.19109,1.192515,1.184735,1.187245,118253,True
2021-06-18 00:00:00,1.18725,1.188245,1.185715,1.186445,21885,True
2021-06-20 00:00:00,1.185675,1.192075,1.184775,1.19085,98856,True
2021-06-21 00:00:00,1.19086,1.192265,1.18809,1.19102,114655,True
2021-06-22 00:00:00,1.191,1.197025,1.19073,1.194985,116012,True
2021-06-23 00:00:00,1.19498,1.19563,1.191765,1.19267,90399,True
2021-06-24 00:00:00,1.19266,1.197525,1.192465,1.19397,104462,True
2021-06-25 00:00:00,1.19398,1.194245,1.19263,1.193535,16762,True
